Herd_Year,Parity_conception_interval,Calving_season,No_calvings,Tournament_within_WC,Herd_Year(fighting_ability),Age_class,Weight_category_WC,Body_weight,Animal,Fighting_ability,Fat,Protein,Milk
71,5,2,2,0,0,0,0,0,6379,0,8,7.6,21.51
63,5,3,2,0,0,0,0,0,6380,0,8.8,8.7,28.55
3116,6,4,1,0,0,0,0,0,6381,0,13.7,11.2,31.7
3117,10,4,2,0,0,0,0,0,6381,0,16,13.6,40.4
3118,3,5,3,0,0,0,0,0,6381,0,10.6,11,22.87
3115,4,3,1,0,0,0,0,0,6382,0,4.6,5.2,14.25
1508,6,1,1,0,0,0,0,0,6383,0,10.1,10.3,29.26
1509,7,1,2,0,0,0,0,0,6383,0,10.6,11.6,33.33
1261,10,2,1,0,0,0,0,0,6384,0,7.1,5.7,16.42
1263,3,5,2,0,0,0,0,0,6384,0,9.6,8.5,24.86
1264,6,4,3,0,0,0,0,0,6384,0,10.5,9.2,27.71
1152,5,2,1,0,0,0,0,0,6385,0,10.3,9.9,27.61
1153,7,2,2,0,0,0,0,0,6385,0,12.4,11.6,34.18
1154,4,3,3,0,0,0,0,0,6385,0,8.5,9.6,27.49
1155,6,3,4,0,0,0,0,0,6385,0,10.4,11.1,29.93
1859,10,4,1,0,0,0,0,0,6386,0,7.2,7,21.58
1860,3,5,2,0,0,0,0,0,6386,0,7.6,6.8,20.71
1861,7,5,3,0,0,0,0,0,6386,0,9.6,8.8,26.91
1936,6,1,1,0,0,0,0,0,6387,0,6.5,7.4,18.03
1937,6,3,2,0,0,0,0,0,6387,0,8.1,8.2,24
1493,5,2,1,0,0,0,0,0,6388,0,10.7,10.7,29.78
578,5,2,1,0,0,0,0,0,6389,0,11.3,10,29.36
749,3,4,1,0,0,0,0,0,6390,0,11.4,11.7,32.94
749,5,3,2,0,0,0,0,0,6390,0,12.6,14.9,39.49
748,6,2,1,0,0,0,0,0,6391,0,9.3,11,31.04
735,6,2,1,0,0,0,0,0,6392,0,8.9,8.4,24.25
735,8,3,1,0,0,0,0,0,6393,0,5.8,6.7,17.67
737,3,4,2,0,0,0,0,0,6393,0,10.7,9.4,26.83
737,7,3,3,0,0,0,0,0,6393,0,6.9,7.7,20.4
578,4,3,1,0,0,0,0,0,6394,0,12.6,11.6,31.54
580,4,3,3,0,0,0,0,0,6394,0,13,10.6,30.19
586,13,3,1,0,0,0,0,0,6395,0,7.9,7.4,22.36
587,4,5,2,0,0,0,0,0,6395,0,9.2,8.6,25.6
230,6,2,1,0,0,0,0,0,6396,0,8.7,8.2,22.92
231,7,3,2,0,0,0,0,0,6396,0,9.8,9.3,27.79
775,5,5,1,0,0,0,0,0,6397,0,11.5,10,29.86
3034,4,3,3,0,0,0,0,0,6397,0,8.2,8.4,20.85
91,5,2,1,0,0,0,0,0,6398,0,14.4,11.5,33.73
186,7,2,2,0,0,0,0,0,6398,0,9.6,11.4,32.33
187,5,3,3,0,0,0,0,0,6398,0,16.5,17.8,49.1
188,4,3,4,0,0,0,0,0,6398,0,6,8.1,22.31
981,8,2,1,0,0,0,0,0,6399,0,11.2,11.6,33.18
3269,7,2,1,0,0,0,0,0,6400,0,8.9,8.8,24.01
3270,5,3,2,0,0,0,0,0,6400,0,7.4,7,19.5
3271,5,3,3,0,0,0,0,0,6400,0,7.1,7.8,21.21
3654,6,3,4,0,0,0,0,0,6400,0,11.9,11.6,30.21
3269,8,2,1,0,0,0,0,0,6401,0,12.7,11.5,31.2
3270,5,3,2,0,0,0,0,0,6401,0,12.2,10.7,30.56
1800,6,2,1,0,0,0,0,0,6402,0,7.2,6.3,20.16
1801,6,2,2,0,0,0,0,0,6402,0,7.1,7.3,23.83
1802,4,3,3,0,0,0,0,0,6402,0,7.3,7.8,24.58
1757,4,2,1,0,0,0,0,0,6403,0,17.5,12,36.23
1758,7,1,2,0,0,0,0,0,6403,0,12.6,12.3,35.9
1760,6,3,3,0,0,0,0,0,6403,0,13.6,13.4,39.42
1698,5,3,2,0,0,0,0,0,6404,0,9.8,10.1,29.06
1699,5,3,3,0,0,0,0,0,6404,0,11.1,11.3,32.07
1700,4,3,4,0,0,0,0,0,6404,0,9.8,10,27.8
3362,8,2,1,0,0,0,0,0,6405,0,9.4,8.8,25.88
3364,3,4,2,0,0,0,0,0,6405,0,8.8,8.4,26.69
3362,8,2,1,0,0,0,0,0,6406,0,8.4,8.5,22.43
3364,6,4,2,0,0,0,0,0,6406,0,10.7,10.4,30.61
3365,6,5,3,0,0,0,0,0,6406,0,11.3,9.5,30.11
1776,5,2,1,0,0,0,0,0,6407,0,3.5,3.6,10.71
1777,7,2,2,0,0,0,0,0,6407,0,7.3,7.3,20.06
1778,9,3,2,0,0,0,0,0,6408,0,9,9.5,28.1
1780,7,5,4,0,0,0,0,0,6408,0,12.7,11.6,32.59
1633,8,2,1,0,0,0,0,0,6409,0,5.7,6.2,18.25
1634,3,4,2,0,0,0,0,0,6409,0,3.9,3.7,10.54
808,7,3,1,0,0,0,0,0,6410,0,9.4,11.1,30.92
3450,5,3,2,0,0,0,0,0,6411,0,11.7,10.9,29.56
3451,8,3,3,0,0,0,0,0,6411,0,10.8,10.5,29.29
787,6,2,1,0,0,0,0,0,6412,0,9.6,9.2,25.06
788,5,3,2,0,0,0,0,0,6412,0,9.2,8.9,23.98
1801,4,3,1,0,0,0,0,0,6413,0,11.3,10.1,26.98
4181,5,3,2,0,0,0,0,0,6414,0,8.9,8.7,22.69
4182,7,1,3,0,0,0,0,0,6414,0,10.3,10.1,25.6
1757,0,3,1,0,0,0,0,0,6415,0,9.7,9.2,26.89
1757,4,2,1,0,0,0,0,0,6416,0,12.4,9.9,29.24
1758,6,1,2,0,0,0,0,0,6416,0,11.8,10.9,31.05
1757,4,2,1,0,0,0,0,0,6417,0,11.9,9.9,27.84
1758,7,1,2,0,0,0,0,0,6417,0,4.9,5,13.88
3197,4,2,1,0,0,0,0,0,6418,0,4,4.8,12.49
3198,6,2,2,0,0,0,0,0,6418,0,3.8,4.5,12.14
3199,6,3,3,0,0,0,0,0,6418,0,6,7.3,19.79
3200,5,3,4,0,0,0,0,0,6418,0,13.3,8.7,24.71
2113,4,3,1,0,0,0,0,0,6419,0,4.9,4.7,13.44
2114,6,2,2,0,0,0,0,0,6419,0,4.1,4,11.92
2874,10,2,1,0,0,0,0,0,6420,0,10.2,9.6,26.7
2876,5,4,2,0,0,0,0,0,6420,0,9.8,9.5,25.95
2877,7,4,3,0,0,0,0,0,6420,0,9.9,11.3,31.68
2694,5,2,1,0,0,0,0,0,6421,0,9,9,25.31
2695,8,2,2,0,0,0,0,0,6421,0,10,10.5,31.58
2696,4,3,3,0,0,0,0,0,6421,0,11.2,11.2,33.18
2697,7,3,4,0,0,0,0,0,6421,0,8.9,9.1,28.03
2864,5,4,1,0,0,0,0,0,6422,0,7.5,8.5,21.38
2864,6,3,2,0,0,0,0,0,6422,0,8.6,9.5,25.3
4083,3,4,3,0,0,0,0,0,6422,0,12.6,12.4,33.56
4083,5,3,4,0,0,0,0,0,6422,0,14.7,12.5,33.32
2849,6,2,1,0,0,0,0,0,6423,0,11.5,11.2,26.6
2850,5,3,2,0,0,0,0,0,6423,0,9.9,9.5,23.75
2851,5,3,3,0,0,0,0,0,6423,0,11.3,11.9,30.3
2849,6,2,1,0,0,0,0,0,6424,0,9.1,10,25.12
2849,9,2,1,0,0,0,0,0,6425,0,7.8,8.3,18.17
2849,5,2,1,0,0,0,0,0,6426,0,9.8,10.4,26.47
822,4,3,1,0,0,0,0,0,6427,0,7.6,7.4,22.26
823,7,2,2,0,0,0,0,0,6427,0,6.5,6.5,19.04
3032,5,2,1,0,0,0,0,0,6428,0,8.3,8.1,23.08
3033,5,2,2,0,0,0,0,0,6428,0,10.9,10.5,29.72
3034,6,2,3,0,0,0,0,0,6428,0,11,12,30.4
3035,10,3,4,0,0,0,0,0,6428,0,14,12.3,35.08
3032,5,2,1,0,0,0,0,0,6429,0,7.6,8.7,24.99
2174,7,3,3,0,0,0,0,0,6429,0,6.2,6.5,19.08
378,10,2,1,0,0,0,0,0,6430,0,7.1,6.3,17.44
379,6,5,2,0,0,0,0,0,6430,0,9.3,7.7,22.48
378,3,3,1,0,0,0,0,0,6431,0,8.1,7.6,21.89
3838,14,5,1,0,0,0,0,0,6432,0,7.5,8,20.95
3839,5,3,2,0,0,0,0,0,6432,0,6.3,6.6,17.19
3827,8,3,1,0,0,0,0,0,6433,0,11.5,10.8,30.97
1471,6,2,1,0,0,0,0,0,6434,0,6.8,7,18.89
1472,5,3,2,0,0,0,0,0,6434,0,7.6,8.2,22.4
1473,6,3,3,0,0,0,0,0,6434,0,7.7,7.7,20.81
1457,4,2,1,0,0,0,0,0,6435,0,6.4,6.7,18.8
1458,7,2,2,0,0,0,0,0,6435,0,10.3,9.5,27.36
1460,4,3,3,0,0,0,0,0,6435,0,9.5,9.2,27.55
1458,7,5,1,0,0,0,0,0,6436,0,7.7,7.8,21.07
2544,9,3,1,0,0,0,0,0,6437,0,8.7,7.3,20.65
2640,5,3,1,0,0,0,0,0,6438,0,5.4,6.2,18.18
2641,4,3,2,0,0,0,0,0,6438,0,10.2,9,24.84
511,8,3,1,0,0,0,0,0,6439,0,9.5,8.9,25.49
513,4,4,2,0,0,0,0,0,6439,0,11.7,10.9,30.19
514,10,4,3,0,0,0,0,0,6439,0,13.7,9.8,29.05
2507,9,3,1,0,0,0,0,0,6440,0,11.2,10.1,28.96
2509,8,4,2,0,0,0,0,0,6440,0,10.6,9.8,32.07
493,8,2,1,0,0,0,0,0,6441,0,9.3,9,24.19
495,4,4,2,0,0,0,0,0,6441,0,8.8,8.1,22.25
4161,5,3,4,0,0,0,0,0,6441,0,10.9,13.1,35.77
1477,5,1,1,0,0,0,0,0,6442,0,7.8,6.9,19.64
2436,6,2,1,0,0,0,0,0,6443,0,12.2,11.3,31.13
2933,5,2,1,0,0,0,0,0,6444,0,7.5,7.2,18.84
2402,5,2,1,0,0,0,0,0,6445,0,7.3,7.6,21.34
512,3,4,1,0,0,0,0,0,6446,0,9.3,8.4,21.91
512,4,3,2,0,0,0,0,0,6446,0,10,9,23.64
513,5,3,3,0,0,0,0,0,6446,0,8.4,8.4,21.55
514,5,3,4,0,0,0,0,0,6446,0,10.6,10.6,29.46
1372,7,2,1,0,0,0,0,0,6447,0,10.8,9.6,30.74
2675,6,1,2,0,0,0,0,0,6448,0,11.7,11.4,31.52
2676,8,2,3,0,0,0,0,0,6448,0,9.8,8.7,23.58
2677,5,3,4,0,0,0,0,0,6448,0,7.8,6.8,19.06
81,3,4,1,0,0,0,0,0,6449,0,8.5,8.6,25.98
3711,5,3,2,0,0,0,0,0,6449,0,10.1,10.1,29.99
3712,4,3,3,0,0,0,0,0,6449,0,11.8,13.1,36.58
3713,6,3,4,0,0,0,0,0,6449,0,12.3,13.7,41.05
142,6,2,1,0,0,0,0,0,6450,0,6.3,5.8,17.45
1171,5,3,1,0,0,0,0,0,6451,0,12.3,13,35.02
1172,5,3,2,0,0,0,0,0,6451,0,13.9,14.1,41.86
1173,5,2,3,0,0,0,0,0,6451,0,11.1,12.9,37.97
1174,5,2,4,0,0,0,0,0,6451,0,9.2,10,27.31
3491,5,3,1,0,0,0,0,0,6452,0,7,7.3,19.21
1036,4,3,2,0,0,0,0,0,6452,0,10.6,9.7,28.5
1038,5,5,3,0,0,0,0,0,6452,0,10.7,9.2,25.41
1171,5,3,1,0,0,0,0,0,6453,0,8.4,9.3,26.23
4028,4,3,1,0,0,0,0,0,6454,0,5.4,4.9,14.33
4029,3,3,2,0,0,0,0,0,6454,0,3.5,3.4,9.96
1612,4,3,1,0,0,0,0,0,6455,0,4.3,4,11.51
189,6,3,2,0,0,0,0,0,6455,0,10.3,9.9,28.36
190,6,3,3,0,0,0,0,0,6455,0,10.3,9.6,27.83
191,4,3,4,0,0,0,0,0,6455,0,8.7,8.3,24.29
2544,3,5,1,0,0,0,0,0,6456,0,12.1,11.9,33.69
2545,9,5,2,0,0,0,0,0,6456,0,14.7,16.2,48.29
161,5,2,1,0,0,0,0,0,6457,0,10.5,10.1,29.33
162,9,3,2,0,0,0,0,0,6457,0,10.6,11.2,34.12
163,6,5,3,0,0,0,0,0,6457,0,16.7,16.2,46.37
2662,6,2,1,0,0,0,0,0,6458,0,10.9,10.7,31.92
2228,7,2,1,0,0,0,0,0,6459,0,4.9,4.5,12.77
2229,4,3,2,0,0,0,0,0,6459,0,6.4,7.1,20.84
100,4,4,1,0,0,0,0,0,6460,0,6.7,6,18.27
100,5,3,2,0,0,0,0,0,6460,0,8.3,8.2,26.05
101,4,3,3,0,0,0,0,0,6460,0,10.6,9.1,29.25
102,4,3,4,0,0,0,0,0,6460,0,9.5,8,26
103,4,3,5,0,0,0,0,0,6460,0,10.1,9.4,30.94
2171,10,3,1,0,0,0,0,0,6461,0,8.6,8,21.59
2622,6,5,2,0,0,0,0,0,6461,0,5.8,5.8,16.67
2144,8,2,1,0,0,0,0,0,6462,0,7.4,8,20.2
2336,5,2,1,0,0,0,0,0,6463,0,9.6,10.5,29.42
2337,8,2,2,0,0,0,0,0,6463,0,7.2,8.7,21.2
2338,3,3,3,0,0,0,0,0,6463,0,10.4,11.3,32.01
2339,3,3,4,0,0,0,0,0,6463,0,9.3,10,29.95
2214,6,3,2,0,0,0,0,0,6464,0,15.8,14.8,45.44
3923,4,5,1,0,0,0,0,0,6465,0,5.7,6.2,18.38
3921,6,2,1,0,0,0,0,0,6466,0,9.2,8.6,23.29
3954,5,2,1,0,0,0,0,0,6467,0,7.4,6.8,20.7
2070,4,3,4,0,0,0,0,0,6467,0,9.7,8.7,24.48
2204,8,2,1,0,0,0,0,0,6468,0,10.5,11.6,32.86
2206,4,4,2,0,0,0,0,0,6468,0,10.8,11.8,37.1
2204,6,2,1,0,0,0,0,0,6469,0,9.5,10.2,29.2
2205,8,2,2,0,0,0,0,0,6469,0,13.7,13.5,39.64
2206,5,3,3,0,0,0,0,0,6469,0,13.4,14.1,42.55
2207,7,3,4,0,0,0,0,0,6469,0,10,10.7,32.36
4080,7,2,1,0,0,0,0,0,6470,0,6.6,6.8,18.54
2228,8,2,1,0,0,0,0,0,6471,0,4.3,4.8,13.32
2229,3,3,2,0,0,0,0,0,6471,0,4.7,6,17.26
830,2,4,1,0,0,0,0,0,6472,0,12.6,11.1,30.96
830,4,2,2,0,0,0,0,0,6472,0,12.3,11.1,32.17
831,6,2,3,0,0,0,0,0,6472,0,13.2,12.5,35.55
832,5,3,4,0,0,0,0,0,6472,0,13.2,12.6,37.66
3279,6,2,1,0,0,0,0,0,6473,0,9.3,9.3,28.59
3280,4,3,2,0,0,0,0,0,6473,0,9.4,9.2,27.12
2921,5,3,4,0,0,0,0,0,6473,0,9.9,8.8,28.51
3752,6,2,1,0,0,0,0,0,6474,0,8.2,7.3,18.71
3753,12,2,2,0,0,0,0,0,6474,0,7.4,7.1,18.92
3755,0,5,3,0,0,0,0,0,6474,0,10.2,10,25.34
3752,4,3,1,0,0,0,0,0,6475,0,10.2,9.9,22.93
3753,6,2,2,0,0,0,0,0,6475,0,11,10.8,26.61
3754,3,3,3,0,0,0,0,0,6475,0,14.3,14.8,38.62
3755,7,2,4,0,0,0,0,0,6475,0,12.5,12.7,36.13
476,6,3,1,0,0,0,0,0,6476,0,5.1,5.6,16.16
3910,4,3,2,0,0,0,0,0,6476,0,7.2,6.6,20.21
3911,6,2,3,0,0,0,0,0,6476,0,5.4,5.2,15.53
3912,4,3,4,0,0,0,0,0,6476,0,5,5.7,18.16
883,6,2,2,0,0,0,0,0,6477,0,6.6,7.6,20.99
884,4,3,3,0,0,0,0,0,6477,0,8.4,8.9,24.22
881,5,2,1,0,0,0,0,0,6478,0,6.4,6.5,17.46
882,7,2,2,0,0,0,0,0,6478,0,7.2,7.9,20.85
881,5,2,1,0,0,0,0,0,6479,0,8.4,8.1,24.07
882,5,2,2,0,0,0,0,0,6479,0,8.7,8.7,27.47
9,5,2,1,0,0,0,0,0,6480,0,7.6,9.1,25.57
1274,3,4,1,0,0,0,0,0,6481,0,9.3,7.1,21.64
1274,4,3,2,0,0,0,0,0,6481,0,15,14,42.73
1275,11,2,3,0,0,0,0,0,6481,0,14.5,12.8,38.4
2786,7,3,1,0,0,0,0,0,6482,0,4.2,4.5,12.97
2787,3,3,2,0,0,0,0,0,6482,0,11.1,9.1,27.09
3731,3,3,1,0,0,0,0,0,6483,0,13,11.4,35.71
3732,8,2,2,0,0,0,0,0,6483,0,12.6,11.8,39.33
324,7,2,1,0,0,0,0,0,6484,0,8.2,7.9,22.37
310,5,3,2,0,0,0,0,0,6484,0,10.4,13.7,38.49
311,5,2,3,0,0,0,0,0,6484,0,11.9,13.1,39.41
312,7,2,4,0,0,0,0,0,6484,0,7.1,9.1,26.29
324,10,2,1,0,0,0,0,0,6485,0,9.9,8.7,22.56
311,7,4,2,0,0,0,0,0,6485,0,13,11.3,32.22
312,7,5,3,0,0,0,0,0,6485,0,11.3,9.6,27.58
324,9,2,1,0,0,0,0,0,6486,0,6.1,6.3,17.61
311,3,5,2,0,0,0,0,0,6486,0,6.6,9,25.8
341,6,5,1,0,0,0,0,0,6487,0,5.1,4.8,14.04
319,6,2,1,0,0,0,0,0,6488,0,9.4,8.2,23.28
2777,8,1,2,0,0,0,0,0,6489,0,8.7,9.1,25.22
3680,7,3,1,0,0,0,0,0,6490,0,9.5,8.5,25.41
3681,8,3,2,0,0,0,0,0,6490,0,10.3,10.1,28.8
3683,5,4,3,0,0,0,0,0,6490,0,12.5,11.8,35.19
3599,7,2,1,0,0,0,0,0,6491,0,9.9,11,31.04
2295,5,3,1,0,0,0,0,0,6492,0,5.1,5.5,13.63
3068,6,3,2,0,0,0,0,0,6493,0,12.4,11.1,32.49
3855,3,3,1,0,0,0,0,0,6494,0,9.1,8.2,22.47
3856,5,2,2,0,0,0,0,0,6494,0,9,8.7,24.72
3857,6,2,3,0,0,0,0,0,6494,0,8.5,8.7,23.08
624,5,2,1,0,0,0,0,0,6495,0,7.1,6.5,17.96
625,6,2,2,0,0,0,0,0,6495,0,5.8,5.9,17.52
626,5,2,3,0,0,0,0,0,6495,0,6.7,6.5,18.6
627,5,2,4,0,0,0,0,0,6495,0,5.4,5.6,16.21
2642,3,4,2,0,0,0,0,0,6496,0,6.1,7.9,22.45
2642,6,3,3,0,0,0,0,0,6496,0,5.7,7.6,21.52
2308,5,3,1,0,0,0,0,0,6497,0,8.2,8.2,26.09
2309,6,3,2,0,0,0,0,0,6497,0,6.4,6.5,19.08
2294,5,2,1,0,0,0,0,0,6498,0,5,5.9,14.86
2295,5,2,2,0,0,0,0,0,6498,0,7,7.1,18.7
205,6,2,2,0,0,0,0,0,6499,0,5.8,5.4,16.64
1261,10,3,1,0,0,0,0,0,6500,0,5.8,5.6,17.06
1263,2,5,2,0,0,0,0,0,6500,0,6.2,6.5,19.45
3115,4,3,1,0,0,0,0,0,6501,0,9.4,6.8,19.89
3116,9,3,2,0,0,0,0,0,6501,0,14.8,11.8,31.91
3118,14,5,3,0,0,0,0,0,6501,0,8.6,9.8,19.93
4230,5,1,2,0,0,0,0,0,6502,0,11.4,11.1,30.38
4357,11,5,1,0,0,0,0,0,6503,0,5.8,5.6,15.15
74,4,3,2,0,0,0,0,0,6504,0,12,11.2,32.55
4280,5,4,1,0,0,0,0,0,6505,0,6,6.2,18.82
4281,6,4,2,0,0,0,0,0,6505,0,6.6,6.8,19.75
4282,4,4,3,0,0,0,0,0,6505,0,6.9,6.6,18.9
4282,4,3,4,0,0,0,0,0,6505,0,6.7,6.4,19.03
2554,5,2,1,0,0,0,0,0,6506,0,8.9,8.8,24.16
2555,5,2,2,0,0,0,0,0,6506,0,4.5,4.8,12.69
2556,6,2,3,0,0,0,0,0,6506,0,5.3,5.4,14.8
4195,7,4,1,0,0,0,0,0,6507,0,7.6,7.2,21.9
1113,8,3,1,0,0,0,0,0,6508,0,7.6,6.3,17.9
1115,3,4,2,0,0,0,0,0,6508,0,7.8,8,22.58
1115,5,3,3,0,0,0,0,0,6508,0,5.9,6.9,18.73
1105,6,2,1,0,0,0,0,0,6509,0,12.8,10.5,31.37
1106,4,2,2,0,0,0,0,0,6509,0,12.5,10.8,33.27
1105,4,3,1,0,0,0,0,0,6510,0,9.5,8,22.76
1106,4,2,2,0,0,0,0,0,6510,0,10.2,8.6,25.15
1107,7,2,3,0,0,0,0,0,6510,0,12.1,10.6,29.33
1108,5,3,4,0,0,0,0,0,6510,0,11.5,10,27.7
1543,5,2,1,0,0,0,0,0,6511,0,9.4,9,24.15
1544,8,2,2,0,0,0,0,0,6511,0,8.1,9.6,26.21
1545,5,3,4,0,0,0,0,0,6511,0,12.8,10.8,30.19
1103,6,3,2,0,0,0,0,0,6512,0,13.6,12.3,32.4
1877,4,3,1,0,0,0,0,0,6513,0,8.9,7.3,21.61
1878,6,3,2,0,0,0,0,0,6513,0,6.7,8.5,22.02
1522,5,2,1,0,0,0,0,0,6514,0,11,10.1,25.04
1523,7,2,2,0,0,0,0,0,6514,0,10.2,9.8,24.74
2816,4,3,1,0,0,0,0,0,6515,0,6.4,6.6,19.23
2817,7,2,2,0,0,0,0,0,6515,0,7.4,7.2,22.06
1493,4,2,1,0,0,0,0,0,6516,0,10,9.9,27.68
1494,5,2,2,0,0,0,0,0,6516,0,10.6,10.5,30.72
1495,4,3,3,0,0,0,0,0,6516,0,9.7,9.7,29.7
1530,7,2,1,0,0,0,0,0,6517,0,8.7,9.8,26.02
4010,8,2,2,0,0,0,0,0,6518,0,10.9,10.9,29.88
4011,2,3,3,0,0,0,0,0,6518,0,12.9,12.5,36.06
1105,5,3,1,0,0,0,0,0,6519,0,6.5,7.1,19.59
1106,13,3,2,0,0,0,0,0,6519,0,4.9,5.7,16.25
1108,0,5,3,0,0,0,0,0,6519,0,11.1,13.1,37.36
735,5,3,1,0,0,0,0,0,6520,0,6.4,7.2,22.2
3496,12,3,1,0,0,0,0,0,6521,0,7.4,7.1,20.48
1776,10,2,1,0,0,0,0,0,6522,0,9.1,9.8,29.14
1778,0,4,2,0,0,0,0,0,6522,0,9.1,10.9,32.07
1778,6,3,3,0,0,0,0,0,6522,0,7.9,8.9,25.52
1779,6,3,4,0,0,0,0,0,6522,0,7.4,9.9,28.4
1741,4,2,1,0,0,0,0,0,6523,0,10.8,10.6,29.28
1742,8,2,2,0,0,0,0,0,6523,0,11.7,13.2,36.76
1728,6,1,1,0,0,0,0,0,6524,0,9.8,8.9,26.69
1729,9,2,2,0,0,0,0,0,6524,0,8.8,8.8,27.21
1731,6,4,3,0,0,0,0,0,6524,0,9,9.2,27.73
1800,5,3,1,0,0,0,0,0,6525,0,5.8,5.2,14.3
1801,5,3,2,0,0,0,0,0,6525,0,5.9,6.2,15.98
1802,4,3,3,0,0,0,0,0,6525,0,2.3,3.5,9.07
1817,4,3,1,0,0,0,0,0,6526,0,8.7,8.2,24.28
1818,5,3,2,0,0,0,0,0,6526,0,8.5,8.7,24.26
1817,5,2,1,0,0,0,0,0,6527,0,10,9.7,26.2
1818,5,2,2,0,0,0,0,0,6527,0,8.6,9.4,26.32
1819,7,2,3,0,0,0,0,0,6527,0,8.7,10,27.99
1820,6,2,4,0,0,0,0,0,6527,0,8.7,9.6,27.62
3220,6,3,1,0,0,0,0,0,6528,0,8.4,8.8,25.3
3222,6,4,2,0,0,0,0,0,6528,0,11,10.6,32.87
3235,5,2,1,0,0,0,0,0,6529,0,8.2,9.2,26.99
3236,8,3,2,0,0,0,0,0,6529,0,9.6,12,36.03
3235,4,2,1,0,0,0,0,0,6530,0,7.8,7.9,22.37
1429,6,2,2,0,0,0,0,0,6530,0,7.3,7.8,22.75
3237,5,2,3,0,0,0,0,0,6530,0,9.9,9.5,26.33
2245,14,5,2,0,0,0,0,0,6531,0,6.3,6.4,18.53
3740,6,2,1,0,0,0,0,0,6532,0,9,9.2,23.39
3742,3,5,2,0,0,0,0,0,6532,0,11.6,10.1,28.35
2733,12,2,1,0,0,0,0,0,6533,0,9.7,11.3,29.57
2735,3,5,2,0,0,0,0,0,6533,0,11.7,12.4,35.43
2737,5,4,3,0,0,0,0,0,6533,0,7.9,8.8,24.14
231,2,4,1,0,0,0,0,0,6534,0,9.6,7.8,22.6
231,6,3,2,0,0,0,0,0,6535,0,7.8,7.8,23.55
3342,6,2,2,0,0,0,0,0,6536,0,7.8,8.9,25.26
3343,4,3,3,0,0,0,0,0,6536,0,7.1,8.1,23.56
3344,9,2,4,0,0,0,0,0,6536,0,5.8,6.2,17.51
3280,8,2,1,0,0,0,0,0,6537,0,4.2,5.6,14.41
3282,5,4,2,0,0,0,0,0,6537,0,5.4,6.7,16.27
1709,7,5,1,0,0,0,0,0,6538,0,6.2,6.3,17.11
1710,9,5,2,0,0,0,0,0,6538,0,8.6,8.1,21.24
1316,5,2,1,0,0,0,0,0,6539,0,7.5,6.4,20.08
1317,6,2,2,0,0,0,0,0,6539,0,7.9,7.6,24.13
1671,4,3,2,0,0,0,0,0,6540,0,10.1,9.5,27.13
2267,4,2,1,0,0,0,0,0,6541,0,13.3,12.4,32.45
2268,7,2,2,0,0,0,0,0,6541,0,9.8,13,35.3
2269,9,3,3,0,0,0,0,0,6541,0,14.6,16.1,44.34
1681,7,2,2,0,0,0,0,0,6542,0,8.5,9.5,26.89
3292,4,3,1,0,0,0,0,0,6543,0,6.3,6.7,18.03
3293,12,3,2,0,0,0,0,0,6543,0,7.2,7.8,21.88
765,6,2,1,0,0,0,0,0,6544,0,7.8,7.6,23.89
766,10,3,2,0,0,0,0,0,6544,0,8.7,8.4,27.07
857,5,3,1,0,0,0,0,0,6545,0,9.9,9,25.8
2472,6,2,1,0,0,0,0,0,6546,0,6.6,5.9,17.33
3416,5,2,1,0,0,0,0,0,6547,0,5.8,5.3,14.98
3417,5,2,2,0,0,0,0,0,6547,0,5.9,6.6,19.34
3418,9,2,3,0,0,0,0,0,6547,0,5.8,6.3,17.85
2471,14,2,1,0,0,0,0,0,6548,0,8.8,10.6,26.63
2473,0,5,2,0,0,0,0,0,6548,0,10.9,11.7,29.43
2471,7,3,1,0,0,0,0,0,6549,0,6.5,6.8,18.56
2472,3,3,2,0,0,0,0,0,6549,0,5.5,5.2,14.58
1435,0,4,1,0,0,0,0,0,6550,0,6.4,6.3,18.28
1435,4,3,2,0,0,0,0,0,6550,0,9.1,9,26.62
1436,5,2,3,0,0,0,0,0,6550,0,8.2,8.4,24.45
1437,4,3,4,0,0,0,0,0,6550,0,12.7,11.4,32.85
1438,4,2,5,0,0,0,0,0,6550,0,11.7,10.1,30.22
3827,4,3,1,0,0,0,0,0,6551,0,9.6,9.1,25.82
3828,6,3,2,0,0,0,0,0,6551,0,10.4,9.2,27.42
3827,9,3,1,0,0,0,0,0,6552,0,9.7,10.4,29.55
3829,0,5,2,0,0,0,0,0,6552,0,10.3,11.4,34.53
3416,7,2,1,0,0,0,0,0,6553,0,9,8.4,24.67
3417,4,3,2,0,0,0,0,0,6553,0,8.3,9.4,26.74
3418,7,2,3,0,0,0,0,0,6553,0,7.5,8,22.97
2516,6,4,2,0,0,0,0,0,6554,0,6.7,6.6,19.71
2517,7,5,3,0,0,0,0,0,6554,0,5.8,5.5,16.05
476,9,2,1,0,0,0,0,0,6555,0,6.9,7.2,19.93
478,3,4,2,0,0,0,0,0,6555,0,10.2,9.6,26.93
478,3,3,3,0,0,0,0,0,6555,0,7,7.9,21.74
368,8,2,1,0,0,0,0,0,6556,0,9.5,8.2,25.35
370,3,4,2,0,0,0,0,0,6556,0,11,10.3,32.84
371,6,1,4,0,0,0,0,0,6556,0,9.3,9.9,29.22
512,3,4,1,0,0,0,0,0,6557,0,7.8,7.1,18.94
514,8,3,3,0,0,0,0,0,6557,0,4.9,5.9,14.52
