Herd_Year,Parity_conception_interval,Calving_season,No_calvings,Tournament_within_WC,Herd_Year(fighting_ability),Age_class,Weight_category_WC,Body_weight,Animal,Fighting_ability,Fat,Protein,Milk
1189,5,3,3,0,0,0,0,0,4743,0,11,11,33.78
1190,5,2,4,0,0,0,0,0,4743,0,11.3,12.4,38.15
1188,4,3,2,0,0,0,0,0,4744,0,14.6,13.6,39.78
1189,7,2,3,0,0,0,0,0,4744,0,15.3,13.8,39.25
1190,4,3,4,0,0,0,0,0,4744,0,13.8,13.7,39.55
1191,7,2,5,0,0,0,0,0,4744,0,15,13.3,37.6
212,5,4,1,0,0,0,0,0,4745,0,10.3,8.3,24.86
213,3,4,2,0,0,0,0,0,4745,0,13.7,11.3,31.66
214,6,4,3,0,0,0,0,0,4745,0,14.2,12.7,36.52
1412,6,2,1,0,0,0,0,0,4746,0,8.6,8.4,25.06
1413,5,3,2,0,0,0,0,0,4746,0,6.4,6.6,19.28
1414,4,3,3,0,0,0,0,0,4746,0,7.5,8,23.71
1492,4,4,1,0,0,0,0,0,4747,0,8.1,8.2,24.18
1492,4,3,2,0,0,0,0,0,4747,0,8.4,7.9,21.86
1493,5,3,3,0,0,0,0,0,4747,0,9.4,10.3,27.65
1494,7,3,4,0,0,0,0,0,4747,0,11.6,12,36.19
1496,0,4,5,0,0,0,0,0,4747,0,11.3,12.1,33.04
672,6,2,1,0,0,0,0,0,4748,0,8.1,7.6,21.33
3077,10,2,3,0,0,0,0,0,4748,0,10.2,10.4,29.19
4432,3,5,4,0,0,0,0,0,4748,0,11,10.6,29.58
1934,7,2,1,0,0,0,0,0,4749,0,9,9.5,25.62
1935,4,3,2,0,0,0,0,0,4749,0,10.1,9.7,28.31
1936,9,2,3,0,0,0,0,0,4749,0,8.1,9,24.32
2814,6,3,1,0,0,0,0,0,4750,0,5.6,5.3,14.52
2815,3,3,2,0,0,0,0,0,4750,0,7.6,5.9,15.4
1099,6,2,1,0,0,0,0,0,4751,0,10,10.6,29.78
1100,6,2,2,0,0,0,0,0,4751,0,12.3,12.7,37.26
1099,5,2,1,0,0,0,0,0,4752,0,11,11.2,32.97
1869,7,2,1,0,0,0,0,0,4753,0,8.2,7.8,24.4
1870,4,3,2,0,0,0,0,0,4753,0,10.7,8.4,24.05
1871,7,2,3,0,0,0,0,0,4753,0,6.1,5.3,14.36
1872,7,3,4,0,0,0,0,0,4753,0,7.7,7.7,19.59
1874,6,4,5,0,0,0,0,0,4753,0,11.3,7.5,20.25
3429,3,4,1,0,0,0,0,0,4754,0,7.6,7.4,18.66
3429,2,3,2,0,0,0,0,0,4754,0,9.5,9.7,24.36
202,6,1,3,0,0,0,0,0,4754,0,12,11.3,31.5
203,7,2,5,0,0,0,0,0,4754,0,11.5,10.5,29.12
2221,7,2,1,0,0,0,0,0,4755,0,6.6,7,19.25
2222,4,3,2,0,0,0,0,0,4755,0,9,8.6,24.06
2223,6,2,3,0,0,0,0,0,4755,0,9.9,10.1,28.8
2224,7,3,4,0,0,0,0,0,4755,0,10.2,10.6,29.45
2225,2,3,5,0,0,0,0,0,4755,0,10.9,10.8,31.36
2202,5,2,1,0,0,0,0,0,4756,0,11.3,12.2,34.64
2203,8,2,2,0,0,0,0,0,4756,0,11,11.4,33.26
2204,4,3,3,0,0,0,0,0,4756,0,13.7,14.1,40.73
2205,4,3,4,0,0,0,0,0,4756,0,14.7,14.7,43.19
2206,7,3,5,0,0,0,0,0,4756,0,13.2,14.7,42.28
3473,5,3,1,0,0,0,0,0,4757,0,4.7,4.4,13
3339,4,3,1,0,0,0,0,0,4758,0,7.9,7.8,22.32
3342,8,3,3,0,0,0,0,0,4758,0,6.5,7.5,22.04
3344,7,4,4,0,0,0,0,0,4758,0,10.1,11,33.73
1904,8,2,1,0,0,0,0,0,4759,0,12.6,12,36.07
1905,2,4,2,0,0,0,0,0,4759,0,13.2,13.5,38.06
1905,4,3,3,0,0,0,0,0,4759,0,10.4,12.5,36.06
1906,10,2,4,0,0,0,0,0,4759,0,13,13.5,37.38
1815,4,3,1,0,0,0,0,0,4760,0,7.4,6.9,19.49
1816,6,2,2,0,0,0,0,0,4760,0,9.5,9.5,25.68
1817,5,3,3,0,0,0,0,0,4760,0,9.6,10,26.58
1818,8,3,4,0,0,0,0,0,4760,0,9.6,10.3,26.83
611,5,2,1,0,0,0,0,0,4761,0,5.8,6,19.01
612,7,2,2,0,0,0,0,0,4761,0,7.6,8.3,24.77
613,4,3,3,0,0,0,0,0,4761,0,9.8,9.9,31.21
614,6,3,4,0,0,0,0,0,4761,0,10,11.2,33.96
1667,5,2,1,0,0,0,0,0,4762,0,7.9,7.3,21.39
1669,6,3,2,0,0,0,0,0,4763,0,16.3,13.5,41.04
4181,3,4,3,0,0,0,0,0,4763,0,15,14.9,41.52
4181,4,3,4,0,0,0,0,0,4763,0,16.1,15.8,45.77
4182,6,3,5,0,0,0,0,0,4763,0,15.1,14.6,43.84
1667,6,2,1,0,0,0,0,0,4764,0,12.1,10.3,31.77
1670,5,3,3,0,0,0,0,0,4764,0,14.9,14.1,39.82
1667,5,2,1,0,0,0,0,0,4765,0,10,9.3,26.49
213,4,3,3,0,0,0,0,0,4765,0,10.7,11.9,33.7
1668,12,1,2,0,0,0,0,0,4766,0,6.1,6,16.52
1670,4,4,3,0,0,0,0,0,4766,0,7.6,6.3,16.3
772,5,3,1,0,0,0,0,0,4767,0,4.6,4.5,13.54
773,7,3,2,0,0,0,0,0,4767,0,7.4,7.3,22.37
775,4,4,3,0,0,0,0,0,4767,0,11.5,9.4,28.81
3040,4,3,4,0,0,0,0,0,4767,0,7.2,8.6,25.38
3041,6,3,5,0,0,0,0,0,4767,0,8.6,8.9,24.81
879,5,3,1,0,0,0,0,0,4768,0,8.3,7.8,23.73
880,5,3,2,0,0,0,0,0,4768,0,9.7,9,27.42
1642,6,2,1,0,0,0,0,0,4769,0,8.5,7.4,24.76
1643,5,2,2,0,0,0,0,0,4769,0,10.7,9.5,31.44
1644,4,3,3,0,0,0,0,0,4769,0,8.9,8.3,26.47
2212,5,2,2,0,0,0,0,0,4770,0,14.5,13.8,38.91
2213,12,2,3,0,0,0,0,0,4770,0,19.1,17.8,49.8
3508,9,2,1,0,0,0,0,0,4771,0,10.1,8.4,27.3
3510,0,4,2,0,0,0,0,0,4771,0,10.4,10,32.69
1800,5,2,3,0,0,0,0,0,4771,0,11.8,12.5,38.22
1798,3,3,1,0,0,0,0,0,4772,0,7.8,7.6,23.36
1799,5,2,2,0,0,0,0,0,4772,0,8.7,9.3,27.78
1800,6,2,3,0,0,0,0,0,4772,0,9,9.7,27.22
1801,7,2,4,0,0,0,0,0,4772,0,10,9.8,27.87
1802,5,3,5,0,0,0,0,0,4772,0,9,9.6,26.68
1798,8,3,1,0,0,0,0,0,4773,0,8.7,9.5,27.12
1800,4,4,2,0,0,0,0,0,4773,0,7.9,9,25.46
1801,3,4,3,0,0,0,0,0,4773,0,10.1,10.1,29.9
1801,8,3,4,0,0,0,0,0,4773,0,7.8,8.3,24.76
1803,3,5,5,0,0,0,0,0,4773,0,6.7,6.5,19.5
3349,5,5,1,0,0,0,0,0,4774,0,10.6,10.3,27.99
3350,4,5,2,0,0,0,0,0,4774,0,11.3,11.3,31.56
3351,6,4,3,0,0,0,0,0,4774,0,10.8,11.2,30.98
1721,6,2,1,0,0,0,0,0,4775,0,9.7,10.1,30.54
1722,4,3,2,0,0,0,0,0,4775,0,9.8,10.9,32.7
2227,4,3,1,0,0,0,0,0,4776,0,6.6,7.5,22.04
2229,7,2,3,0,0,0,0,0,4776,0,9.3,10.6,31.4
3578,8,1,2,0,0,0,0,0,4777,0,9.6,9.4,28.15
3579,5,3,3,0,0,0,0,0,4777,0,7.3,7.2,21.23
3580,5,3,5,0,0,0,0,0,4777,0,11.5,10.3,30.93
2014,6,2,1,0,0,0,0,0,4778,0,6.3,5.8,14.91
2015,5,2,2,0,0,0,0,0,4778,0,6.9,6.4,16.17
2018,11,2,4,0,0,0,0,0,4778,0,10.6,10.5,25.21
2020,6,5,5,0,0,0,0,0,4778,0,9.3,9.3,26.99
4000,6,2,1,0,0,0,0,0,4779,0,10,10.6,30.47
4001,6,2,2,0,0,0,0,0,4779,0,11.9,12.7,37.61
4002,6,3,3,0,0,0,0,0,4779,0,13.6,14.1,42.55
4003,7,3,4,0,0,0,0,0,4779,0,13.7,16.4,48.71
672,5,3,1,0,0,0,0,0,4780,0,7.9,7.6,21.95
673,5,3,2,0,0,0,0,0,4780,0,8.9,9.1,25.7
3621,6,5,1,0,0,0,0,0,4781,0,6.2,7.6,20.29
3623,8,3,3,0,0,0,0,0,4781,0,10,10.5,27.41
3625,8,4,4,0,0,0,0,0,4781,0,9.9,10.8,29.69
3738,6,1,1,0,0,0,0,0,4782,0,6.7,7.3,18.59
3738,10,2,1,0,0,0,0,0,4783,0,9.9,9.5,25.64
3740,3,4,2,0,0,0,0,0,4783,0,10.6,11.2,30.53
3740,6,3,3,0,0,0,0,0,4783,0,8.1,8.7,23.7
3738,7,2,1,0,0,0,0,0,4784,0,8.3,7.4,21.36
3739,4,3,2,0,0,0,0,0,4784,0,9.5,9.3,26.62
3740,7,2,3,0,0,0,0,0,4784,0,8.3,7.9,22.98
3741,5,3,4,0,0,0,0,0,4784,0,9.8,8.6,25.39
3742,4,3,5,0,0,0,0,0,4784,0,10.9,10.3,32.45
1575,4,3,1,0,0,0,0,0,4785,0,5.2,5.5,14.82
1576,10,2,2,0,0,0,0,0,4785,0,6.3,6.2,17.58
1576,3,4,1,0,0,0,0,0,4786,0,4.6,4.3,12.67
1576,5,3,2,0,0,0,0,0,4786,0,2.3,2.1,5.95
2785,5,2,1,0,0,0,0,0,4787,0,6.9,6.7,19.63
4137,8,3,1,0,0,0,0,0,4788,0,10.3,10.8,31.57
2803,3,5,2,0,0,0,0,0,4788,0,13.3,12.3,39.12
3124,7,2,1,0,0,0,0,0,4789,0,9.1,11,31.9
1484,5,3,2,0,0,0,0,0,4789,0,7.7,8.3,23.26
1099,4,3,1,0,0,0,0,0,4790,0,9.4,10.4,33.98
1100,5,2,2,0,0,0,0,0,4790,0,9.9,10.6,34.27
1543,6,2,3,0,0,0,0,0,4790,0,12.9,13.5,42.71
1544,6,3,4,0,0,0,0,0,4790,0,10.3,12.1,38.08
1545,8,4,5,0,0,0,0,0,4790,0,10.3,12.1,39.9
2833,4,3,1,0,0,0,0,0,4791,0,6.9,6.7,19.31
2293,11,3,2,0,0,0,0,0,4792,0,11.8,11.2,33.05
2296,3,5,4,0,0,0,0,0,4792,0,14.5,13,37.45
711,5,2,1,0,0,0,0,0,4793,0,4.4,4.4,12.77
712,6,1,2,0,0,0,0,0,4793,0,5.3,5.3,14.85
713,6,2,3,0,0,0,0,0,4793,0,3.4,3.6,10.26
714,4,2,4,0,0,0,0,0,4793,0,6.6,6.2,17.08
711,8,1,1,0,0,0,0,0,4794,0,5.6,5.4,14.85
712,5,3,2,0,0,0,0,0,4794,0,5.3,4.8,13.03
713,5,2,3,0,0,0,0,0,4794,0,4.1,4.5,12.74
714,6,2,4,0,0,0,0,0,4794,0,6.2,6.4,17.49
715,5,3,5,0,0,0,0,0,4794,0,3.9,4.4,12.49
538,5,2,1,0,0,0,0,0,4795,0,9.6,9.6,26.22
539,5,2,2,0,0,0,0,0,4795,0,8.9,9.5,26.6
540,6,2,3,0,0,0,0,0,4795,0,10.2,9.8,27.71
541,4,3,4,0,0,0,0,0,4795,0,7.9,9.1,25.29
542,5,2,5,0,0,0,0,0,4795,0,13.3,12.9,36.88
4201,5,2,1,0,0,0,0,0,4796,0,10,10.8,29.08
4205,3,4,3,0,0,0,0,0,4796,0,11.8,13.5,36.05
4421,4,2,1,0,0,0,0,0,4797,0,6,6.8,20.25
4422,6,2,2,0,0,0,0,0,4797,0,9.1,9.5,28.7
4423,6,2,3,0,0,0,0,0,4797,0,10.1,10.6,31.3
4185,4,2,4,0,0,0,0,0,4797,0,10.7,11.7,33.69
4186,8,2,5,0,0,0,0,0,4797,0,11.8,12.3,36.73
4386,11,1,2,0,0,0,0,0,4798,0,11.2,10.8,31.06
4388,4,4,3,0,0,0,0,0,4798,0,14.1,13,39.63
4389,3,4,4,0,0,0,0,0,4798,0,14.3,13.7,41.58
4389,9,2,5,0,0,0,0,0,4798,0,11.2,11.7,35.42
4403,6,2,1,0,0,0,0,0,4799,0,7.8,8.4,26.79
680,4,3,2,0,0,0,0,0,4799,0,8.4,9,27.77
681,5,4,4,0,0,0,0,0,4799,0,10.9,11.5,34.63
682,4,5,5,0,0,0,0,0,4799,0,10.6,11.7,32.88
4368,4,4,1,0,0,0,0,0,4800,0,9.8,10.2,30.97
4369,3,4,2,0,0,0,0,0,4800,0,10.6,9.9,30.86
4369,5,3,3,0,0,0,0,0,4800,0,9.3,9.6,29.19
4370,6,3,4,0,0,0,0,0,4800,0,11.8,10.8,33.14
4372,6,3,5,0,0,0,0,0,4800,0,8.2,8.4,25.36
911,7,2,3,0,0,0,0,0,4801,0,8.2,7.9,25.25
912,7,3,4,0,0,0,0,0,4801,0,7.7,7.5,22.62
914,3,4,5,0,0,0,0,0,4801,0,8.1,7.8,24.27
987,8,2,1,0,0,0,0,0,4802,0,7.4,7.1,20.52
968,7,2,2,0,0,0,0,0,4803,0,11.3,11,31.82
31,4,2,1,0,0,0,0,0,4804,0,10.9,10,29.45
32,5,2,2,0,0,0,0,0,4804,0,12.5,12.5,37.85
33,6,2,3,0,0,0,0,0,4804,0,10,9.8,29.15
34,6,2,4,0,0,0,0,0,4804,0,12.3,11.5,33.73
35,3,3,5,0,0,0,0,0,4804,0,12.1,11.5,35.12
3115,4,5,1,0,0,0,0,0,4805,0,12.2,9.6,26.41
3116,2,5,2,0,0,0,0,0,4805,0,16.5,11.6,33.68
4323,8,1,1,0,0,0,0,0,4806,0,8.9,8.5,22.51
4324,6,3,2,0,0,0,0,0,4806,0,7.8,8.4,21.39
4325,8,3,3,0,0,0,0,0,4806,0,8.4,9.5,23.41
1990,2,5,1,0,0,0,0,0,4807,0,4.6,4.6,15.77
1990,3,3,2,0,0,0,0,0,4807,0,8.4,8.9,26.55
1991,4,2,3,0,0,0,0,0,4807,0,8.6,8.8,25.54
1992,13,2,4,0,0,0,0,0,4807,0,7.4,7.8,21.95
3829,5,5,3,0,0,0,0,0,4808,0,8.9,9,26.9
1787,4,3,2,0,0,0,0,0,4809,0,4.9,6.2,16.77
1788,5,3,3,0,0,0,0,0,4809,0,6,7.6,22.32
2037,6,2,1,0,0,0,0,0,4810,0,6.5,7,20.41
2038,5,3,2,0,0,0,0,0,4810,0,9.4,9.4,28.32
2039,4,2,3,0,0,0,0,0,4810,0,8.8,10.2,30.85
2040,6,2,4,0,0,0,0,0,4810,0,8,9.9,30.33
2092,5,2,1,0,0,0,0,0,4811,0,8.5,9.1,25.48
2093,7,2,2,0,0,0,0,0,4811,0,8,8.2,25.1
394,4,2,1,0,0,0,0,0,4812,0,11.7,10.9,33.69
1089,9,1,2,0,0,0,0,0,4812,0,16.4,15.1,45.67
2346,7,3,3,0,0,0,0,0,4812,0,14.2,14,41.65
2358,8,3,5,0,0,0,0,0,4812,0,20.3,19.8,57.61
179,6,2,1,0,0,0,0,0,4813,0,4,4,11.56
382,8,2,1,0,0,0,0,0,4814,0,9.6,9.5,27.87
2930,8,2,1,0,0,0,0,0,4815,0,6.1,6.3,16.83
2932,2,4,2,0,0,0,0,0,4815,0,7.3,7.5,20.99
2932,5,2,3,0,0,0,0,0,4815,0,5.2,5.7,16.39
2111,5,2,1,0,0,0,0,0,4816,0,6.7,6.6,17.38
2112,5,2,2,0,0,0,0,0,4816,0,5.9,6.5,17.54
2113,7,2,3,0,0,0,0,0,4816,0,5.4,5.9,16.91
2114,4,3,4,0,0,0,0,0,4816,0,3.5,4.2,12.08
2482,2,4,1,0,0,0,0,0,4817,0,5.5,6.8,17.91
2482,5,3,2,0,0,0,0,0,4817,0,6.1,6.4,15.91
2385,5,3,1,0,0,0,0,0,4818,0,7.7,9.2,25.39
2553,5,2,1,0,0,0,0,0,4819,0,7.3,8,22.85
2554,6,2,2,0,0,0,0,0,4819,0,8.6,9.1,28.15
2555,4,2,3,0,0,0,0,0,4819,0,8.6,9,27.17
2556,7,2,4,0,0,0,0,0,4819,0,8.3,9.1,26.37
4078,4,3,5,0,0,0,0,0,4819,0,9.3,9.2,27.6
2552,3,3,1,0,0,0,0,0,4820,0,8,6.7,19.26
2555,5,2,3,0,0,0,0,0,4820,0,13.1,11.2,31.83
2556,6,2,4,0,0,0,0,0,4820,0,11.7,10.9,30.09
2557,5,2,5,0,0,0,0,0,4820,0,9.9,8.9,25.1
2322,5,2,1,0,0,0,0,0,4821,0,6.8,7.3,19.45
3177,9,3,2,0,0,0,0,0,4821,0,9.4,10.1,26.21
3179,2,5,3,0,0,0,0,0,4821,0,11.1,11,30.41
3180,2,4,4,0,0,0,0,0,4821,0,10.1,11.4,31.66
2322,4,3,1,0,0,0,0,0,4822,0,6.4,6.6,18.34
3177,12,2,2,0,0,0,0,0,4822,0,9,8.8,24.55
1896,3,3,1,0,0,0,0,0,4823,0,6.8,8,22.73
1897,6,2,2,0,0,0,0,0,4823,0,12.8,9.7,26.78
1898,4,3,3,0,0,0,0,0,4823,0,9.9,9.8,28.33
1900,5,2,5,0,0,0,0,0,4823,0,10.5,11.5,33.2
3176,5,2,1,0,0,0,0,0,4824,0,5.2,4.8,13.03
4074,3,3,1,0,0,0,0,0,4825,0,7,7.1,21.2
4075,6,2,2,0,0,0,0,0,4825,0,8.2,7.4,23.19
4076,5,3,3,0,0,0,0,0,4825,0,6.8,6.7,21.26
1206,7,1,1,0,0,0,0,0,4826,0,9.4,8.7,25.97
1207,8,2,2,0,0,0,0,0,4826,0,12.1,10.3,30.61
1208,7,3,3,0,0,0,0,0,4826,0,13.6,12.1,34.86
1209,3,4,4,0,0,0,0,0,4826,0,13.6,13.5,42.07
1209,7,3,5,0,0,0,0,0,4826,0,11.9,10.8,33.72
1602,5,1,1,0,0,0,0,0,4827,0,7.1,8.5,26.14
1604,5,1,3,0,0,0,0,0,4827,0,9.3,10.7,35.17
4137,8,2,1,0,0,0,0,0,4828,0,8.7,9.1,26.53
2802,5,3,2,0,0,0,0,0,4828,0,7.7,8.2,25.16
2803,7,3,3,0,0,0,0,0,4828,0,9.7,10.4,31.22
100,5,2,2,0,0,0,0,0,4829,0,10.1,10.4,31.87
179,10,1,1,0,0,0,0,0,4830,0,9.3,8.4,24.52
180,6,2,2,0,0,0,0,0,4830,0,11.4,9.7,26.65
181,10,2,3,0,0,0,0,0,4830,0,12.6,10.2,28.86
183,3,5,4,0,0,0,0,0,4830,0,11.7,10.3,27.93
139,3,3,1,0,0,0,0,0,4831,0,9.2,8,25.81
140,5,2,2,0,0,0,0,0,4831,0,11.8,9.8,33.44
142,6,2,4,0,0,0,0,0,4831,0,9.3,8.1,27.75
143,5,2,5,0,0,0,0,0,4831,0,9.7,8.4,27.94
139,6,2,1,0,0,0,0,0,4832,0,14.8,11,36.76
141,7,5,2,0,0,0,0,0,4832,0,12.5,10.3,34.41
143,5,2,5,0,0,0,0,0,4832,0,12.7,9.8,29.24
1171,6,2,2,0,0,0,0,0,4833,0,14.5,12.9,34.99
1169,5,2,1,0,0,0,0,0,4834,0,10.1,8.7,24.81
1170,7,2,2,0,0,0,0,0,4834,0,10,9.8,27.45
1171,3,3,3,0,0,0,0,0,4834,0,10.7,10.7,30.22
4303,5,2,4,0,0,0,0,0,4834,0,9,10.8,31.59
4304,5,2,5,0,0,0,0,0,4834,0,7.4,8.2,23.64
1169,9,3,1,0,0,0,0,0,4835,0,8.4,8.7,24.74
1171,3,5,2,0,0,0,0,0,4835,0,13.1,12.1,31.6
1172,2,4,3,0,0,0,0,0,4835,0,11.5,11.6,32.79
1172,4,3,4,0,0,0,0,0,4835,0,12.5,13,37.29
1173,11,2,5,0,0,0,0,0,4835,0,10.8,11.4,34.84
1169,7,2,1,0,0,0,0,0,4836,0,10.3,10.5,30.03
1170,5,3,2,0,0,0,0,0,4836,0,11.1,12.5,36.03
1171,4,3,3,0,0,0,0,0,4836,0,9.3,12.3,34.32
1172,4,3,4,0,0,0,0,0,4836,0,15.2,14.5,44.54
2893,8,1,1,0,0,0,0,0,4837,0,9,9.2,24.37
2902,5,3,2,0,0,0,0,0,4837,0,9.2,8.3,23.25
2903,6,3,3,0,0,0,0,0,4837,0,12.6,15.4,39.74
2905,5,2,5,0,0,0,0,0,4837,0,5.7,7.3,17.83
3044,8,2,1,0,0,0,0,0,4838,0,10.7,9.8,30.34
3045,5,3,2,0,0,0,0,0,4838,0,9,8.3,27.46
3046,2,3,3,0,0,0,0,0,4838,0,14.1,13,41.33
3047,6,2,4,0,0,0,0,0,4838,0,10.5,9.9,32.36
1879,6,2,2,0,0,0,0,0,4839,0,6.6,7.1,20.41
1880,10,2,3,0,0,0,0,0,4839,0,8.6,9.6,26.8
502,2,3,1,0,0,0,0,0,4840,0,7.2,7.3,21.82
503,6,2,2,0,0,0,0,0,4840,0,6.1,5.9,18.57
229,8,2,3,0,0,0,0,0,4840,0,10.8,10.6,31.22
2979,10,2,1,0,0,0,0,0,4841,0,7.3,7.2,20.04
1569,5,3,3,0,0,0,0,0,4841,0,11.1,11.1,34.12
1570,8,3,4,0,0,0,0,0,4841,0,12.8,14.4,41.44
1571,7,3,5,0,0,0,0,0,4841,0,11,12,32.99
2980,5,4,1,0,0,0,0,0,4842,0,10.1,7.9,22.05
2980,6,3,2,0,0,0,0,0,4842,0,8.8,8.3,24.08
2982,5,4,3,0,0,0,0,0,4842,0,6.7,6.5,18.95
2983,6,4,4,0,0,0,0,0,4842,0,8.2,8.2,23.77
2984,4,5,5,0,0,0,0,0,4842,0,9.3,8.2,23.5
2979,9,2,1,0,0,0,0,0,4843,0,7.3,8.2,22.69
2981,2,5,1,0,0,0,0,0,4844,0,9.1,8.9,24.3
2982,3,4,2,0,0,0,0,0,4844,0,3.7,3.9,9.88
1238,5,2,4,0,0,0,0,0,4844,0,10.5,11,31.07
1896,5,2,1,0,0,0,0,0,4845,0,9.1,10.7,30.44
1897,8,2,2,0,0,0,0,0,4845,0,8.4,9.4,27.17
1899,3,4,3,0,0,0,0,0,4845,0,8,11.3,32.99
1899,10,3,4,0,0,0,0,0,4845,0,9.6,12.3,36.8
1901,0,5,5,0,0,0,0,0,4845,0,9.7,11.6,32.83
1896,4,3,1,0,0,0,0,0,4846,0,10.3,11.4,31.79
1897,6,2,2,0,0,0,0,0,4846,0,13.2,13,35.92
1900,5,3,5,0,0,0,0,0,4846,0,11.6,11.7,32.23
1898,4,3,2,0,0,0,0,0,4847,0,7.1,7.9,24
209,4,4,1,0,0,0,0,0,4848,0,9.2,8.4,24.42
209,5,3,2,0,0,0,0,0,4848,0,9.4,7,22.35
3033,3,5,2,0,0,0,0,0,4849,0,11.8,10.9,33.58
966,5,3,4,0,0,0,0,0,4849,0,9.5,9.4,28.16
2997,3,3,1,0,0,0,0,0,4850,0,12.8,12.2,34.19
2997,6,2,1,0,0,0,0,0,4851,0,5.5,5.8,14.96
1835,4,3,1,0,0,0,0,0,4852,0,9.1,8.3,23.68
1836,9,2,2,0,0,0,0,0,4852,0,12.8,11.1,30.06
1838,4,5,3,0,0,0,0,0,4852,0,9.5,9.9,27.12
1839,4,5,4,0,0,0,0,0,4852,0,10.3,11,30.29
1840,5,5,5,0,0,0,0,0,4852,0,14.5,12.5,34.03
2997,7,2,1,0,0,0,0,0,4853,0,9,8.6,22.04
3032,11,2,3,0,0,0,0,0,4853,0,10.7,12.5,32.79
4112,6,2,5,0,0,0,0,0,4853,0,15.8,17.1,46.48
3896,4,2,1,0,0,0,0,0,4854,0,12.4,10,30.57
3897,6,2,2,0,0,0,0,0,4854,0,8.9,8.3,25.02
2957,6,2,1,0,0,0,0,0,4855,0,9.2,9.5,26.71
2958,5,3,2,0,0,0,0,0,4855,0,11.6,11.3,34.19
2957,4,2,1,0,0,0,0,0,4856,0,7.5,8.1,22.09
2958,6,2,2,0,0,0,0,0,4856,0,11.7,11.8,34.42
2959,5,2,3,0,0,0,0,0,4856,0,12,12.1,33.47
2957,6,2,1,0,0,0,0,0,4857,0,7.3,7.6,21.61
2959,7,1,3,0,0,0,0,0,4857,0,7.6,7.9,23.6
2961,7,1,5,0,0,0,0,0,4857,0,7,7.3,20.82
3051,6,2,1,0,0,0,0,0,4858,0,7.1,7,20.17
3052,4,3,2,0,0,0,0,0,4858,0,8.6,9.5,27.71
3053,6,2,3,0,0,0,0,0,4858,0,11.8,11.4,35
3054,7,3,4,0,0,0,0,0,4858,0,9.4,10,30.85
2014,5,2,1,0,0,0,0,0,4859,0,7.7,7.9,22.86
2015,8,2,2,0,0,0,0,0,4859,0,10.3,10.6,31.53
2016,3,3,3,0,0,0,0,0,4859,0,9.9,12,35.06
2017,4,2,4,0,0,0,0,0,4859,0,12.2,13.3,36.21
2018,6,2,5,0,0,0,0,0,4859,0,10.1,10.8,31.5
4300,6,2,1,0,0,0,0,0,4860,0,10.8,10.9,32.18
4301,5,2,2,0,0,0,0,0,4860,0,7.7,8,24.11
4302,6,2,3,0,0,0,0,0,4860,0,7.4,9.4,28.76
4303,5,2,4,0,0,0,0,0,4860,0,11.5,11.8,35.76
733,6,2,1,0,0,0,0,0,4861,0,9.3,8.6,24.86
2732,2,5,1,0,0,0,0,0,4862,0,7.3,8.2,23.04
2732,3,3,2,0,0,0,0,0,4862,0,7.5,8.1,23.41
2733,5,2,3,0,0,0,0,0,4862,0,9,9.5,27.39
2734,5,2,4,0,0,0,0,0,4862,0,11.3,11.7,34.24
3670,6,2,1,0,0,0,0,0,4863,0,9.4,8.9,25.28
3671,4,3,2,0,0,0,0,0,4863,0,10.2,8.8,27.07
3672,3,3,3,0,0,0,0,0,4863,0,11.6,10.2,29.42
1314,9,2,1,0,0,0,0,0,4864,0,8.4,8.2,24.33
1315,4,3,2,0,0,0,0,0,4864,0,10.4,9.4,30.36
75,12,3,3,0,0,0,0,0,4864,0,0,0,71.13
76,5,5,4,0,0,0,0,0,4864,0,12.9,13,37.98
2159,6,4,1,0,0,0,0,0,4865,0,10.8,10.2,30.3
2160,3,5,2,0,0,0,0,0,4865,0,11.3,10.9,34.44
2161,6,4,3,0,0,0,0,0,4865,0,11.5,10.7,34.08
2162,4,5,4,0,0,0,0,0,4865,0,9.6,10.2,30.97
2161,4,3,3,0,0,0,0,0,4866,0,6.5,7.5,19.92
2157,5,2,1,0,0,0,0,0,4867,0,9.9,9.2,27.29
2158,5,2,2,0,0,0,0,0,4867,0,11.8,10.5,30.7
2159,4,2,3,0,0,0,0,0,4867,0,9.7,9.6,26.82
2160,5,2,4,0,0,0,0,0,4867,0,12.3,11.6,33.15
2161,6,2,5,0,0,0,0,0,4867,0,12.9,12.8,37.25
2350,3,3,1,0,0,0,0,0,4868,0,5.6,5.5,16.2
2351,5,2,4,0,0,0,0,0,4868,0,6.4,7.1,20.59
3887,5,3,1,0,0,0,0,0,4869,0,7.2,9.7,26.89
3888,9,2,2,0,0,0,0,0,4869,0,9.2,10.7,31.57
2301,8,1,1,0,0,0,0,0,4870,0,10.4,9.1,24.92
2302,6,3,2,0,0,0,0,0,4870,0,6.1,6.5,18.63
432,5,3,1,0,0,0,0,0,4871,0,6.4,5.8,17.43
433,5,3,2,0,0,0,0,0,4871,0,8.4,7.9,23.19
434,4,3,3,0,0,0,0,0,4871,0,8.3,7.6,22.17
435,9,2,4,0,0,0,0,0,4871,0,8.5,7.3,20.63
432,8,3,1,0,0,0,0,0,4872,0,6.8,6.4,18.04
434,5,4,2,0,0,0,0,0,4872,0,5.3,5.2,14.72
433,5,4,1,0,0,0,0,0,4873,0,8.1,7.4,21.08
