Herd-Year-Classifier,Age_class_at_first_calving,Class_of_days_in_milk,Animal,Front_muscularity,Udder,Thorax_depth,Thinness,Fore_udder_attach,Rear_udder_attach,Udder_width
4299,4,4,15329,4,2,4,1,2,2,2
4304,9,4,14482,3,2,3,3,2,2,2
4304,9,4,14483,4,2,4,4,2,2,2
4306,5,5,15035,3,3,3,3,3,3,3
4306,6,3,15189,4,3,3,3,4,3,3
4313,5,4,14931,2,2,2,4,2,2,1
4313,6,4,15087,5,2,5,3,3,2,2
4313,5,4,15533,4,3,4,5,3,2,2
4313,5,4,15534,4,3,4,3,1,2,3
4313,6,2,15535,4,3,4,3,3,2,2
4383,4,5,14990,3,2,3,2,1,1,2
4383,5,4,15010,2,3,2,5,3,3,3
4383,5,4,15432,3,2,3,4,3,2,2
4457,5,4,15083,4,1,4,3,2,1,1
4457,4,5,15106,3,2,3,3,1,1,2
4457,4,4,15334,4,3,4,4,2,3,3
4457,4,4,15360,2,3,2,1,3,3,3
4457,4,5,15362,4,2,4,4,1,2,2
4457,5,3,15617,3,4,3,4,3,4,4
4457,4,4,15618,3,1,3,3,1,1,1
4490,5,4,15484,4,3,3,2,2,3,2
4490,5,3,15485,2,2,2,3,3,3,2
4490,5,3,15495,3,5,3,3,2,4,4
4490,4,3,15674,3,2,3,4,2,2,2
4493,6,3,15449,2,3,3,2,3,2,2
4493,4,4,15680,3,3,3,3,2,3,3
4504,4,5,15209,3,3,4,3,2,3,3
4504,4,5,15227,2,3,2,3,2,3,3
4504,5,4,15469,2,3,2,3,2,3,3
4506,7,2,15287,4,3,4,3,5,3,3
4506,5,3,15451,3,3,3,3,4,3,3
4506,4,4,15490,4,3,2,4,4,3,3
4561,9,5,14680,4,4,4,4,4,4,4
4561,5,5,15190,2,1,3,3,2,1,1
4561,4,4,15731,3,5,1,3,4,5,5
4318,5,4,14933,3,4,3,4,3,4,4
4318,5,4,15279,3,4,3,3,4,3,3
4318,5,4,15540,3,3,3,3,3,3,3
4318,4,4,15704,3,4,3,3,4,4,4
4318,4,4,15705,3,2,2,3,3,2,2
4362,5,5,15133,3,2,3,4,3,2,2
4362,6,3,15286,5,4,4,3,3,4,4
4362,4,4,15706,3,4,3,4,4,3,3
4362,3,4,15707,4,4,5,2,2,5,4
4362,3,4,15709,3,3,3,3,5,2,3
4362,2,4,15840,3,5,3,5,4,3,4
4370,5,5,15002,2,3,3,4,3,3,4
4370,6,3,15575,2,2,2,4,2,2,2
4371,5,4,15576,3,3,2,4,3,3,3
4371,6,2,15578,3,3,3,4,3,3,3
4371,4,4,15750,3,3,3,4,4,4,3
4371,5,3,15751,3,3,4,2,3,3,3
4374,5,4,14991,3,2,2,3,3,2,2
4374,5,4,15248,3,3,3,4,3,3,3
4374,4,5,15249,3,3,3,4,3,3,3
4374,3,5,15599,2,3,3,3,2,2,2
4495,4,4,15471,3,2,3,3,3,3,3
4495,2,5,15686,4,3,4,4,3,2,3
4496,9,5,14514,4,3,3,3,3,3,3
4496,5,4,15470,2,2,2,3,3,3,3
4496,4,4,15672,4,3,3,3,3,2,2
4496,3,4,15688,2,2,1,3,3,3,2
4496,3,3,15863,3,4,3,4,3,3,4
4496,2,5,15864,4,3,4,3,3,3,3
4505,6,4,15228,5,3,4,3,2,3,3
4505,5,4,15229,3,4,4,3,3,4,4
4578,6,4,15029,2,3,2,3,3,3,3
4578,4,4,15523,2,3,3,3,3,3,3
4578,6,2,15524,3,3,3,3,4,3,3
4578,6,2,15525,2,3,2,3,4,3,3
4578,6,2,15526,2,3,3,3,2,3,3
4578,6,2,15530,3,3,3,4,2,3,3
4270,5,4,15322,3,3,2,2,3,2,2
4270,5,4,15323,4,2,2,3,2,1,1
4270,5,4,15424,2,3,1,4,3,2,3
4272,5,4,15244,3,3,3,2,3,3,2
4272,5,4,15285,4,2,4,5,2,2,1
4272,4,4,15431,4,2,4,2,2,2,2
4335,5,4,15143,2,3,4,3,3,2,2
4335,6,3,15144,4,1,4,3,2,2,1
4335,3,5,15609,4,3,4,4,2,3,3
4372,6,4,14971,3,3,3,3,3,3,3
4372,5,5,15246,2,3,3,1,2,2,3
4372,3,5,15598,2,2,1,2,2,2,2
4373,5,4,15050,2,2,2,4,1,2,2
4373,5,4,15194,3,3,3,4,3,3,3
4373,3,4,15754,4,1,4,4,3,3,3
4412,5,5,15018,2,2,2,2,2,2,2
4412,3,5,15651,1,2,2,3,2,2,2
4414,5,5,14904,2,3,3,3,2,3,3
4414,5,5,15203,3,4,4,2,3,3,3
4359,4,4,15763,4,3,4,3,3,3,3
4359,4,3,15775,3,3,4,2,2,3,2
4360,8,5,14849,3,2,4,4,3,2,3
4360,7,3,14972,3,3,3,2,3,3,3
4360,6,5,14973,3,2,3,4,2,2,2
4360,8,2,14974,2,3,2,4,3,2,3
4360,4,4,15501,3,2,4,4,2,2,2
4360,2,5,15876,4,1,3,2,1,1,1
4364,9,5,14174,3,2,4,4,1,3,3
4364,3,4,15718,4,2,3,4,3,1,1
4389,4,5,15022,2,4,3,3,3,4,4
4389,4,5,15610,2,2,2,3,1,2,1
4420,8,3,14837,5,3,5,2,4,3,4
4420,6,4,14882,4,2,3,2,2,2,2
4420,6,3,15326,5,3,4,2,2,2,2
4328,5,4,15245,3,2,3,4,3,1,2
4328,6,2,15600,3,3,4,3,3,2,3
4328,4,4,15601,4,3,4,4,2,3,3
4390,6,4,14909,4,1,4,3,1,1,1
4390,5,3,15060,5,1,5,3,1,1,1
4390,2,5,15061,5,1,4,2,1,1,1
4390,2,5,15062,3,1,4,4,1,1,1
4480,9,5,14280,5,4,5,2,3,3,3
4480,5,5,14847,4,3,4,4,3,3,3
4480,6,4,14861,5,4,3,4,3,3,3
4480,2,5,15790,5,3,3,1,2,2,2
4491,4,4,15655,3,2,3,3,1,3,2
4491,2,4,15897,3,2,3,3,2,1,2
4497,6,3,15474,3,3,3,4,3,3,3
4497,5,4,15475,4,3,4,3,2,3,3
4497,3,3,15646,3,3,3,2,3,2,3
4497,3,3,15647,4,3,4,3,2,3,3
4499,5,3,15665,3,2,4,3,2,3,2
4499,5,2,15687,5,4,4,3,3,4,3
4518,5,3,15433,3,3,3,3,3,2,2
4518,4,5,15452,2,1,2,3,2,2,1
4518,2,5,15913,1,1,1,3,1,2,2
4271,3,3,15907,4,2,4,3,2,2,2
4271,2,4,15908,2,3,3,2,2,4,4
4282,7,3,15008,4,3,5,2,3,3,3
4282,5,4,15067,5,2,4,4,2,2,2
4282,2,4,15861,4,5,3,3,5,5,5
4308,7,2,15393,4,2,4,3,2,2,2
4308,2,5,15809,3,2,3,4,3,2,2
4310,5,4,15280,3,4,3,3,3,4,4
4310,5,4,15391,4,3,4,3,3,4,3
4310,5,2,15730,4,3,3,4,3,3,3
4310,2,4,15818,3,4,3,4,3,3,3
4353,5,4,15076,3,3,2,5,3,2,3
4353,4,3,15685,3,3,3,3,3,3,2
4366,5,4,15159,4,3,3,4,3,2,3
4366,5,5,15160,4,4,3,5,4,4,3
4366,5,5,15161,5,3,4,5,3,4,4
4366,4,5,15162,5,1,4,5,1,1,1
4366,5,4,15163,4,2,4,4,3,3,2
4366,5,4,15164,4,1,4,5,3,2,2
4366,5,5,15165,4,4,3,5,4,3,2
4366,6,4,15166,4,2,4,5,2,3,2
4366,4,5,15441,4,3,4,5,4,3,2
4410,8,2,15000,3,3,3,3,2,2,2
4410,5,4,15586,3,3,3,3,2,3,3
4410,4,4,15602,3,2,3,3,2,2,2
4410,4,4,15603,3,2,4,3,2,2,2
4435,5,6,14935,4,3,4,4,3,3,2
4435,5,5,14936,3,3,3,3,3,3,3
4435,4,6,14948,4,4,4,4,4,4,4
4435,5,5,15208,4,2,4,3,2,2,3
4435,3,6,15489,3,3,3,4,2,2,2
4435,5,4,15589,4,3,4,2,3,3,2
4442,4,5,15134,5,2,4,3,3,1,1
4442,6,4,15140,2,2,4,3,3,3,3
4442,5,4,15317,3,4,2,3,4,3,3
4476,6,3,15157,3,2,2,4,2,2,2
4476,6,4,15158,3,3,2,4,2,3,2
4492,4,5,15450,4,3,3,3,3,3,2
4492,3,5,15660,2,4,3,3,3,3,3
4492,2,5,15679,3,2,3,3,2,2,2
4311,9,4,14698,4,3,4,3,3,3,3
4311,5,4,15727,3,4,3,3,3,4,4
4311,2,5,15821,3,1,3,3,1,1,2
4330,5,3,15543,3,3,3,4,3,3,4
4330,5,3,15544,4,3,3,3,3,4,3
4440,5,5,15319,3,2,3,2,2,2,2
4440,8,1,15320,5,3,4,2,3,3,3
4415,5,4,15384,3,2,3,5,2,2,2
4415,4,4,15735,2,1,2,2,2,2,1
4416,4,5,15047,3,2,4,5,2,2,3
4416,5,5,15048,3,2,4,4,2,2,1
4416,5,5,15049,3,2,3,2,2,2,3
4417,5,5,15036,2,2,3,1,1,2,2
4417,7,2,15383,4,1,4,2,1,1,1
4417,3,5,15728,2,2,3,4,2,2,2
4419,6,4,14913,3,2,2,3,2,2,2
4419,5,5,15021,4,3,3,3,2,2,2
4419,6,4,15127,4,3,3,4,4,2,2
4419,5,5,15128,3,3,3,2,2,2,2
4419,4,5,15129,2,3,2,3,3,2,2
4556,4,6,14945,3,2,3,2,1,1,1
4556,3,4,15804,2,2,1,2,2,2,1
4532,6,3,15253,3,3,3,3,2,3,2
4532,6,3,15254,4,4,3,3,3,3,3
4532,4,5,15579,3,4,4,4,4,4,4
4532,4,4,15758,2,4,4,4,4,4,5
4532,4,4,15759,5,3,4,3,5,3,2
4532,4,4,15760,3,5,3,3,4,4,4
4532,3,5,15767,3,4,4,3,4,4,3
4532,3,4,15768,3,4,4,4,3,4,4
4532,3,5,15769,4,3,5,4,4,2,1
4532,2,4,15879,3,3,4,3,3,3,1
4532,4,2,15880,4,4,3,3,4,4,3
4297,5,5,15204,2,2,3,2,2,2,2
4297,5,5,15211,5,1,4,4,1,1,1
4297,5,5,15212,3,1,3,4,1,1,1
4297,5,5,15213,3,1,2,4,1,1,1
4297,4,5,15238,2,2,3,3,2,1,2
4297,6,3,15239,4,1,3,3,1,2,1
4297,3,5,15667,2,2,2,2,2,1,2
4297,3,5,15668,3,3,3,4,3,3,4
4297,5,4,15669,3,3,3,4,3,3,3
4298,5,3,15338,3,2,3,4,2,3,3
4298,4,4,15630,3,2,3,4,2,3,2
4301,6,4,14897,3,2,3,4,2,2,2
4301,6,4,14898,2,3,2,2,3,3,2
4301,4,4,15637,2,2,2,4,2,2,2
4378,6,4,14921,2,3,3,3,3,3,3
4378,2,4,15846,4,3,3,3,4,3,3
4429,9,6,13930,4,3,3,3,4,3,3
4429,9,6,14612,4,3,4,4,4,3,3
4429,6,4,14917,3,3,3,4,3,2,3
4429,8,2,14924,1,4,3,3,3,4,4
4429,5,5,14925,3,4,3,3,4,4,4
4431,6,4,14927,4,3,3,3,3,3,3
4431,5,5,14928,2,3,2,4,3,3,3
4431,5,3,15699,4,3,3,3,3,3,3
4441,3,5,15791,5,3,3,2,5,2,3
4441,3,5,15792,4,2,3,3,3,3,3
4503,9,2,14731,3,4,3,3,4,3,3
4503,2,4,15912,2,3,3,3,3,2,2
4525,6,4,14981,3,2,4,3,2,2,2
4525,5,5,14982,4,3,4,4,5,3,2
4525,6,4,14987,4,1,4,2,1,1,1
4525,5,5,14988,3,3,3,5,2,3,2
4525,5,5,14989,3,1,3,3,1,2,1
4525,4,5,15259,1,3,3,3,2,3,4
4525,5,5,15260,3,3,3,3,3,3,1
4525,5,5,15261,3,4,3,4,4,3,3
4525,4,5,15430,3,4,3,4,3,5,5
4525,2,5,15883,3,1,3,3,1,2,2
4535,3,5,15773,3,2,3,3,2,3,3
4535,2,5,15888,4,1,4,3,2,1,3
4540,4,5,15240,4,1,3,4,1,1,1
4540,5,4,15342,3,2,3,4,2,2,3
4541,5,5,15187,3,2,3,4,2,2,2
4541,5,5,15333,3,3,3,4,2,3,3
4565,5,5,14932,4,2,3,4,3,2,3
4565,7,3,15102,4,2,3,3,2,3,2
4266,6,4,14862,4,2,2,2,2,1,1
4266,6,4,15136,4,3,3,2,3,1,1
4267,5,5,14901,4,3,3,4,3,3,3
4267,3,5,15698,4,3,3,5,3,3,3
4275,4,5,15406,4,3,4,3,3,3,3
4275,4,5,15407,3,2,3,3,2,2,2
4275,3,5,15571,4,4,4,3,4,3,3
4284,5,5,14858,5,2,3,3,3,2,2
4284,4,6,15318,2,3,3,4,3,1,2
4284,3,5,15613,4,4,3,2,4,4,4
4294,6,4,14883,3,3,4,4,3,3,3
4294,6,5,14884,4,1,4,3,1,1,1
4294,7,2,15332,3,2,2,1,2,2,2
4317,5,5,15093,3,2,3,3,1,2,2
4317,5,3,15632,3,3,3,5,3,2,3
4326,5,4,15404,4,2,4,3,2,2,2
4326,3,5,15572,4,3,4,4,2,3,3
4326,4,4,15741,3,3,3,3,3,3,3
4331,5,5,14929,5,3,4,3,2,3,3
4331,5,5,14930,4,3,5,3,2,3,3
4337,6,4,15408,2,3,2,3,3,3,3
4337,5,4,15409,3,3,3,3,2,3,2
4337,5,4,15410,2,3,2,3,2,2,2
4337,3,4,15871,2,2,1,3,1,2,2
4337,2,4,15886,2,1,2,3,1,1,1
4345,5,4,15315,4,1,3,4,2,1,1
4345,6,3,15316,3,2,3,4,3,2,2
4345,4,4,15658,4,3,3,4,3,3,2
4345,5,3,15786,2,2,1,3,2,1,2
4345,6,2,15787,3,3,3,3,3,3,2
4347,4,4,15657,3,2,3,4,2,3,2
4347,4,4,15784,4,3,3,4,3,2,2
4348,7,3,15015,3,3,4,3,4,3,2
4348,6,2,15653,4,3,3,4,3,3,3
4349,6,4,15169,4,2,4,5,2,2,3
4349,3,5,15443,4,3,4,4,3,3,3
4430,6,4,14926,4,3,4,3,3,3,3
4430,5,4,15156,4,3,3,3,3,2,2
4430,2,4,15851,5,3,4,4,3,3,3
4501,7,3,14951,3,3,3,3,3,2,3
4501,5,5,14952,3,2,3,3,2,2,3
4501,6,5,14953,3,3,3,4,2,2,2
4501,5,5,14954,4,2,3,3,2,2,2
4524,5,6,14969,3,1,4,4,1,2,1
4524,5,6,14970,5,2,3,3,3,1,1
4524,6,4,14997,4,4,3,4,4,5,5
4539,9,4,14743,5,2,4,3,3,2,2
4539,4,4,15616,3,2,3,4,3,2,2
4539,2,5,15649,3,1,3,4,1,1,1
4577,8,1,14902,4,2,4,4,2,2,2
4577,4,4,15367,3,3,4,4,3,3,3
4279,5,5,14873,3,2,3,5,2,2,2
4279,2,5,15844,2,3,3,4,3,3,3
4279,2,5,15890,3,3,3,3,3,3,3
4283,6,3,15345,3,3,4,4,2,2,3
4283,5,4,15357,2,1,2,4,1,2,2
4283,2,5,15779,3,3,2,4,3,3,3
4292,9,6,14148,2,2,3,4,2,1,2
4292,8,5,14753,3,1,3,4,2,1,1
4292,3,5,15639,2,2,3,4,2,2,2
4293,5,5,14885,3,3,3,4,3,3,3
4293,4,5,15114,4,2,4,4,2,2,2
4295,5,4,15109,3,3,3,4,2,2,3
4295,4,5,15623,2,3,3,4,3,3,3
4295,3,4,15624,3,2,3,4,2,2,2
4300,7,2,15336,2,2,3,4,2,3,2
4300,8,1,15337,3,3,3,3,2,3,3
4300,3,4,15823,2,2,1,4,2,2,2
4302,5,5,14888,3,2,3,3,1,1,2
4302,6,4,14889,3,2,2,4,3,2,2
4302,5,5,14890,2,2,3,4,2,2,2
4302,6,4,14891,1,1,1,4,1,1,1
4302,5,5,14892,3,2,3,4,2,2,2
4302,5,5,15089,2,3,2,5,2,2,3
4302,5,3,15364,3,2,3,3,2,2,2
4327,6,5,14852,4,3,4,3,3,3,3
4327,5,4,15405,3,3,4,4,3,3,3
4327,5,3,15567,5,2,5,3,2,2,2
4327,2,5,15885,3,3,3,3,3,3,3
4464,4,5,15339,3,2,3,5,2,1,2
4464,6,3,15343,3,2,3,2,4,2,2
4464,4,5,15581,4,3,3,4,4,3,3
4464,5,4,15582,4,2,4,4,3,1,2
4482,5,4,15027,4,3,3,4,3,3,2
4482,4,4,15277,4,3,3,4,3,3,3
4482,4,5,15418,4,3,3,4,3,4,3
4482,3,5,15520,4,2,3,4,2,1,1
4523,6,4,15214,4,3,3,3,4,3,3
4523,5,5,15215,3,3,4,3,1,3,3
4527,5,4,14998,4,4,3,4,4,3,4
4527,6,4,14999,4,3,3,4,3,3,2
4529,7,3,15422,4,4,3,4,4,4,4
4529,4,4,15761,4,3,5,4,4,2,2
4531,6,4,15255,3,4,3,3,4,3,3
4531,5,5,15256,4,3,3,4,3,3,3
4531,5,4,15257,4,3,3,3,2,2,2
4531,5,5,15258,4,3,4,3,3,3,3
4531,5,4,15584,3,3,3,3,3,3,4
4533,5,4,15230,3,2,3,4,3,1,1
4533,5,5,15231,2,2,3,2,1,2,2
4533,6,4,15232,2,2,3,3,2,3,3
4533,6,3,15233,2,3,4,3,3,2,1
4408,9,5,14573,4,3,3,4,3,2,2
4408,5,5,15265,5,2,4,3,1,2,2
4408,5,5,15266,3,4,4,3,4,3,3
4408,3,6,15401,2,4,3,3,4,4,4
4408,4,5,15580,3,3,3,4,2,3,2
4460,4,4,15059,3,2,4,4,3,2,2
4460,3,3,15065,4,3,4,4,3,2,4
4351,8,2,15011,5,5,5,3,5,5,5
4351,4,5,15650,4,3,4,3,4,3,3
4354,5,5,15016,3,4,4,3,4,3,3
4354,6,3,15304,2,4,4,4,5,3,3
4354,7,3,15305,2,4,3,4,5,4,3
4354,4,5,15448,3,3,3,4,4,4,4
4355,5,5,15006,3,3,3,2,2,3,3
4355,5,5,15303,4,3,4,2,4,3,2
4478,4,5,15413,4,3,3,3,2,3,3
4478,5,5,15414,4,3,3,4,2,3,3
4479,4,6,15179,4,3,3,4,3,3,3
4479,4,5,15180,4,3,3,3,2,2,3
4479,4,5,15564,3,4,3,3,4,4,4
4479,4,5,15565,3,3,3,3,2,3,3
4479,4,5,15566,4,3,3,3,3,3,3
4479,4,4,15739,3,3,3,3,3,3,3
4554,4,5,15720,4,2,3,2,2,2,1
4554,6,2,15734,3,2,4,3,2,2,2
4554,2,4,15896,3,5,2,4,5,5,5
4558,5,5,15009,3,4,4,4,4,3,4
4558,5,4,15434,4,3,4,3,3,3,2
4558,4,5,15435,3,2,4,3,1,3,2
4558,4,5,15446,1,3,2,3,3,4,4
4278,4,4,15756,2,2,1,1,1,1,1
4278,3,4,15794,2,2,2,3,3,3,3
4281,5,5,15250,5,3,5,3,2,3,3
4281,5,5,15251,4,3,3,3,3,3,3
4281,6,4,15252,4,4,4,3,3,5,5
4281,5,5,15340,4,4,4,3,4,3,4
4281,4,5,15573,5,3,4,4,3,2,2
4281,4,5,15574,5,3,4,4,3,3,3
4281,4,5,15604,4,3,4,4,3,2,2
4352,8,2,15170,3,4,4,4,5,4,4
4352,4,5,15445,4,3,4,4,3,3,3
4358,9,6,14705,3,2,3,2,2,2,2
4358,2,5,15788,1,3,1,3,3,3,3
4398,9,4,14776,4,4,3,5,4,3,3
4398,4,3,15799,3,4,3,4,5,2,2
4398,3,3,15834,4,4,3,4,5,2,2
4407,9,3,14709,3,2,3,3,2,3,3
4407,6,2,15755,3,2,3,4,3,2,2
4407,4,3,15877,2,3,3,4,3,2,2
4421,6,4,15205,4,3,3,3,5,4,4
4421,7,3,15206,4,3,4,5,2,2,3
4421,7,3,15207,4,3,4,3,4,4,4
4421,4,4,15723,3,3,4,3,3,3,3
4422,7,3,14844,3,3,3,3,4,4,3
4422,4,6,15045,4,3,3,3,5,4,4
4422,3,5,15726,2,3,4,3,3,3,3
4423,8,4,14942,4,2,4,3,2,3,1
4423,2,5,15909,3,3,3,5,3,3,3
4437,4,6,15226,4,3,4,3,2,3,2
4437,5,4,15460,4,2,4,4,1,2,2
4437,5,4,15468,4,2,4,3,1,2,3
4439,4,5,15457,5,3,4,2,1,2,3
4439,4,5,15458,5,2,4,3,2,1,1
4439,4,5,15459,5,2,4,3,1,2,2
4447,5,5,14893,3,4,4,4,4,4,4
4447,6,4,14894,3,3,3,4,3,2,3
4447,5,5,14895,2,3,3,5,4,3,3
4447,6,4,14896,3,2,4,5,2,2,2
4447,4,5,15098,3,1,3,4,1,1,2
4447,5,5,15099,2,2,2,4,3,3,2
4447,5,5,15100,3,3,3,5,2,2,2
4447,4,4,15354,3,3,3,4,2,3,3
4448,4,6,15085,5,2,4,2,2,2,3
4448,5,5,15086,4,3,4,3,3,3,3
4448,4,5,15105,3,2,4,2,2,2,2
4448,2,6,15638,2,3,4,3,3,3,3
4452,5,6,14872,4,2,4,2,2,2,2
4452,5,5,14874,4,2,2,5,3,3,3
4452,4,4,15359,4,1,5,2,1,1,1
4455,5,5,15084,3,2,3,4,3,3,3
4455,4,5,15558,3,3,3,4,3,3,3
4502,6,4,15196,3,2,3,4,2,2,2
4502,5,5,15197,3,3,4,4,3,3,3
4502,7,3,15198,2,2,3,4,2,2,2
4502,4,5,15397,3,3,3,4,3,3,3
4502,4,4,15732,3,2,3,4,2,2,2
4502,3,5,15733,3,2,3,4,2,2,2
4522,5,4,15426,3,4,3,3,3,4,3
4522,5,4,15427,4,5,3,5,4,5,5
4522,5,4,15428,4,5,3,3,3,4,4
4522,4,5,15592,3,5,3,4,3,4,4
4522,3,5,15770,3,4,3,3,5,4,4
4522,3,5,15776,3,3,3,3,4,3,2
4545,6,4,15509,3,3,3,4,2,2,3
4545,6,3,15512,3,3,3,4,3,2,2
4545,3,4,15842,3,3,3,4,3,3,3
4546,9,6,14382,4,1,4,3,1,1,1
4546,5,5,15058,1,1,4,1,1,2,3
4546,5,5,15184,2,1,2,4,1,1,1
4546,5,5,15199,2,1,2,4,1,1,1
4546,6,4,15200,2,1,3,3,1,1,1
4546,4,5,15201,3,2,2,3,2,1,2
4546,3,5,15737,3,1,3,4,1,2,2
4547,6,4,15055,3,3,3,3,3,3,3
4547,5,5,15056,2,2,2,4,2,1,1
4547,8,2,15057,2,2,2,4,3,2,2
4547,5,4,15398,5,2,4,3,2,2,2
4547,6,3,15399,4,3,3,5,3,2,3
4547,4,6,15400,3,3,3,4,3,2,2
4547,3,4,15808,3,2,3,4,2,1,2
4547,2,5,15811,3,2,2,4,2,2,3
4547,2,5,15812,3,3,2,4,3,3,3
4547,3,3,15813,3,3,3,3,3,2,2
4548,8,3,15043,3,2,3,4,2,1,2
4548,5,5,15185,3,3,3,4,3,3,3
4548,5,5,15202,2,3,1,4,3,3,3
4548,4,5,15387,4,2,3,5,2,2,2
4549,8,5,14793,3,2,1,3,2,2,2
4549,8,5,14834,4,3,3,3,3,2,3
4549,5,4,15497,3,3,3,4,3,3,3
4549,5,4,15498,3,3,3,3,3,3,3
4552,4,5,15444,3,3,4,3,2,3,2
4552,2,5,15785,3,2,3,3,2,3,2
4573,5,6,14880,4,2,5,3,2,2,2
4573,3,6,15369,3,3,3,4,2,2,2
4573,4,3,15778,3,2,3,4,2,2,2
4356,7,3,15152,5,3,5,3,3,3,3
4356,5,5,15168,3,2,3,3,2,2,2
4356,4,5,15436,5,3,5,4,3,2,3
4357,5,5,15012,4,2,4,3,3,2,2
4357,6,5,15013,4,3,4,4,3,3,4
4357,8,2,15014,4,4,4,4,4,4,4
4357,6,4,15306,4,3,3,4,3,4,4
4357,4,4,15654,3,3,4,3,3,2,3
4434,6,3,15225,2,4,3,4,4,3,3
4434,5,4,15480,4,3,3,3,3,3,2
4434,4,5,15492,4,2,4,3,2,2,3
4436,5,4,15483,5,4,4,3,4,3,3
4436,4,4,15859,3,3,3,5,4,3,2
4477,4,6,15034,3,3,4,3,3,3,3
4477,4,6,15412,4,2,4,3,2,2,2
4551,5,5,15172,3,4,4,4,4,2,3
4553,4,5,15447,3,3,3,3,3,3,2
4553,4,4,15656,1,3,2,3,2,2,2
4563,7,4,14848,4,4,4,4,5,2,2
4563,4,6,15276,5,3,3,4,3,1,1
4346,4,5,15310,5,2,4,5,3,3,3
4346,4,5,15311,4,4,3,2,4,4,4
4367,4,5,15652,4,3,4,5,3,3,2
4367,2,6,15783,4,2,3,4,2,1,2
4368,6,4,15167,3,3,4,4,4,2,2
4368,5,4,15440,2,3,3,3,2,3,2
4403,5,5,14978,3,3,3,3,2,4,4
4403,5,5,15243,4,3,4,4,2,3,3
4404,5,5,15300,3,3,3,4,2,3,3
4404,4,5,15358,4,4,3,2,3,2,3
4406,4,6,15344,4,3,4,3,3,3,3
4406,3,5,15626,5,4,4,4,3,3,3
4406,2,6,15640,4,5,3,3,4,4,4
4409,5,4,15555,4,1,3,3,1,1,1
4409,5,4,15556,3,3,3,4,2,3,4
4409,6,2,15717,2,4,3,3,3,4,3
4411,5,5,14899,4,3,4,3,4,3,3
4411,5,5,15341,3,4,3,4,5,3,4
4418,5,6,14859,5,4,3,3,5,3,2
4418,5,5,15126,5,2,3,3,3,2,2
4418,4,5,15138,4,3,4,3,4,2,2
4418,4,5,15325,4,3,2,3,3,3,3
4542,5,5,15103,4,3,4,3,4,3,3
4542,4,5,15415,3,5,3,4,4,4,4
4485,4,5,15278,5,2,4,5,2,2,1
4485,2,5,15797,5,1,4,5,1,2,2
4287,5,5,15173,3,3,3,4,3,3,3
4287,6,4,15236,3,1,3,3,1,1,1
4287,4,4,15738,2,1,3,3,1,1,1
4450,4,5,15097,4,3,4,2,4,4,3
4450,4,4,15353,4,2,4,2,2,2,2
4453,5,5,15110,3,3,3,4,2,2,2
4453,3,5,15631,3,3,3,4,3,3,3
4456,6,5,14871,2,1,4,5,1,1,1
4456,4,6,15101,5,2,4,2,2,2,2
4456,3,6,15355,2,3,4,4,2,2,2
4461,6,5,15130,4,3,4,5,2,4,3
4461,5,5,15131,4,2,3,5,4,3,2
4461,5,3,15708,4,2,4,3,1,2,3
4462,5,5,15327,5,1,5,5,1,3,2
4462,4,3,15839,4,2,4,5,3,2,2
4463,6,5,14857,3,3,2,4,2,3,2
4463,5,5,15142,4,1,4,4,2,3,2
4463,3,6,15542,3,3,4,4,2,3,3
4555,5,5,15301,2,1,2,3,1,1,1
4555,5,5,15302,4,1,3,3,1,1,1
4562,7,3,14886,5,2,4,3,2,2,2
4562,3,6,15328,2,1,2,3,1,1,2
4562,4,5,15620,3,2,3,3,2,2,2
4562,5,4,15622,3,3,5,3,4,3,3
4562,5,4,15678,2,1,3,4,1,1,1
4562,5,4,15747,4,2,4,4,2,2,2
4562,3,2,15902,3,2,3,2,2,2,1
4570,4,6,15182,4,3,3,3,3,3,3
4570,6,4,15183,4,3,3,3,3,3,3
4572,7,3,14887,2,3,4,5,3,3,3
4572,3,5,15625,3,3,4,5,2,2,2
4365,4,5,15513,3,4,3,4,4,4,3
4365,2,5,15847,3,3,3,4,4,3,3
4402,5,5,15389,4,3,4,3,2,3,3
4402,2,4,15817,4,3,3,3,3,3,3
4424,5,6,14983,5,3,4,4,4,3,3
4424,5,5,15186,3,3,3,3,3,3,3
4426,9,6,14695,4,3,4,4,4,3,3
4426,6,5,14839,4,4,4,5,4,3,4
4426,5,5,15046,3,3,2,4,3,3,2
4426,5,5,15381,5,4,4,5,3,4,4
4426,4,5,15722,4,3,4,4,3,3,3
4442,8,1,15135,4,2,4,4,2,2,2
4443,5,5,15532,5,3,5,2,2,2,2
4443,6,3,15612,4,4,4,3,4,3,4
4483,8,1,15017,4,3,4,3,4,3,3
4483,4,6,15437,4,2,3,4,2,3,2
4564,5,4,15789,3,3,3,3,3,2,4
4564,3,5,15793,4,2,5,4,1,2,2
4391,4,5,15379,3,2,3,3,3,3,4
4391,5,4,15380,3,3,4,4,3,2,3
4391,3,4,15803,3,4,3,3,4,3,3
4265,7,3,15044,3,3,3,3,3,2,2
4265,4,6,15390,4,2,4,3,2,3,2
4332,5,5,15079,2,3,3,4,4,3,3
4332,5,5,15080,3,3,3,4,2,3,3
4333,6,4,15069,4,3,4,3,3,4,4
4333,4,5,15608,4,3,4,4,3,3,3
