year,month,day,dotw,start_hour,start_minute,end_hour,end_minute,event,value,units,caregiver,age
2019,12,10,Tuesday,13,45,NA,NA,wet,NA,,ap,236
2019,12,10,Tuesday,15,20,NA,NA,bowel,NA,,ap,236
2019,12,10,Tuesday,9,25,NA,NA,bottle,4,oz,ap,236
2019,12,10,Tuesday,11,15,NA,NA,bottle,4,oz,ap,236
2019,12,10,Tuesday,14,40,NA,NA,bottle,3,oz,ap,236
2019,12,10,Tuesday,10,10,11,0,nap,NA,,ap,236
2019,12,10,Tuesday,8,20,NA,NA,solids,3,biscuit_gravy_orange,ap,236
2019,12,10,Tuesday,11,20,NA,NA,solids,3,greenbeans,ap,236
2019,12,10,Tuesday,14,20,NA,NA,solids,2,graham_crackers,ap,236
2019,12,11,Wednesday,7,30,NA,NA,wet,NA,,kc,237
2019,12,11,Wednesday,9,30,NA,NA,wet,NA,,kc,237
2019,12,11,Wednesday,11,35,NA,NA,wet,NA,,ap,237
2019,12,11,Wednesday,14,18,NA,NA,wet,NA,,ap,237
2019,12,11,Wednesday,8,30,NA,NA,bottle,3,oz,kc,237
2019,12,11,Wednesday,10,7,NA,NA,bottle,4,oz,kc,237
2019,12,11,Wednesday,14,5,NA,NA,bottle,4,oz,ap,237
2019,12,11,Wednesday,14,48,NA,NA,bottle,3,oz,ap,237
2019,12,11,Wednesday,10,35,11,32,nap,NA,,ap,237
2019,12,11,Wednesday,8,0,NA,NA,solids,3,cheerio,kc,237
2019,12,11,Wednesday,11,40,NA,NA,solids,2.5,ham_mashedpotato_strawberry,ap,237
2019,12,11,Wednesday,14,0,NA,NA,solids,3,gcracker_apple,ap,237
2019,12,12,Thursday,7,40,NA,NA,wet,NA,,ap,238
2019,12,12,Thursday,9,50,NA,NA,wet,NA,,ap,238
2019,12,12,Thursday,11,30,NA,NA,wet,NA,,ap,238
2019,12,12,Thursday,13,20,NA,NA,wet,NA,,ap,238
2019,12,12,Thursday,15,0,NA,NA,wet,NA,,kc,238
2019,12,12,Thursday,9,55,NA,NA,bottle,2,oz,ap,238
2019,12,12,Thursday,10,25,NA,NA,bottle,3,oz,ap,238
2019,12,12,Thursday,13,10,NA,NA,bottle,1,oz,ap,238
2019,12,12,Thursday,14,57,NA,NA,bottle,3,oz,ap,238
2019,12,12,Thursday,10,30,11,20,nap,NA,,ap,238
2019,12,12,Thursday,8,15,NA,NA,solids,3,banana_toast,ap,238
2019,12,12,Thursday,12,15,NA,NA,solids,2,turkey_cheese_applesauce,ap,238
2019,12,12,Thursday,14,0,NA,NA,solids,3,crackers_cheese,ap,238
2019,12,13,Friday,7,0,NA,NA,dry,NA,,kc,239
2019,12,13,Friday,9,30,NA,NA,wet,NA,,kc,239
2019,12,13,Friday,10,25,NA,NA,wet,NA,,kc,239
2019,12,13,Friday,12,55,NA,NA,wet,NA,,kc,239
2019,12,13,Friday,14,55,NA,NA,wet,NA,,kc,239
2019,12,13,Friday,8,0,NA,NA,bottle,3,oz,kc,239
2019,12,13,Friday,10,45,NA,NA,bottle,3,oz,kc,239
2019,12,13,Friday,13,30,NA,NA,bottle,1,oz,kc,239
2019,12,13,Friday,14,30,NA,NA,bottle,3,oz,kc,239
2019,12,13,Friday,11,0,12,49,nap,NA,,kc,239
2019,12,13,Friday,10,50,NA,NA,solids,3,irongoo_vegetable,kc,239
2019,12,13,Friday,14,0,NA,NA,solids,3,irongoo,kc,239
2019,12,17,Tuesday,7,30,NA,NA,wet,NA,,ap,243
2019,12,17,Tuesday,9,15,NA,NA,wet,NA,,ap,243
2019,12,17,Tuesday,12,23,NA,NA,wet,NA,,ap,243
2019,12,17,Tuesday,14,15,NA,NA,dry,NA,,ap,243
2019,12,17,Tuesday,10,40,NA,NA,bottle,3,oz,ap,243
2019,12,17,Tuesday,13,45,NA,NA,bottle,4,oz,ap,243
2019,12,17,Tuesday,11,5,12,20,nap,NA,,ap,243
2019,12,17,Tuesday,8,0,NA,NA,solids,3,waffle,ap,243
2019,12,17,Tuesday,10,30,NA,NA,solids,0,ham_squash_corn,ap,243
2019,12,17,Tuesday,14,0,NA,NA,solids,3,bread_raisin,ap,243
2019,12,18,Wednesday,8,0,NA,NA,wet,NA,,ap,244
2019,12,18,Wednesday,10,5,NA,NA,wet,NA,,ap,244
2019,12,18,Wednesday,12,25,NA,NA,wet,NA,,ij,244
2019,12,18,Wednesday,14,25,NA,NA,wet,NA,,ap,244
2019,12,18,Wednesday,15,22,NA,NA,dry,NA,,kc,244
2019,12,18,Wednesday,9,55,NA,NA,bottle,3,oz,ap,244
2019,12,18,Wednesday,11,5,NA,NA,bottle,1,oz,ap,244
2019,12,18,Wednesday,13,0,NA,NA,bottle,2,oz,ap,244
2019,12,18,Wednesday,11,10,12,15,nap,NA,,ap,244
2019,12,18,Wednesday,7,50,NA,NA,solids,3,irongoo,ap,244
2019,12,18,Wednesday,10,30,NA,NA,solids,1,squash,ap,244
2019,12,18,Wednesday,14,0,NA,NA,solids,3,irongoo,ap,244
2019,12,19,Thursday,8,10,NA,NA,wet,NA,,ap,245
2019,12,19,Thursday,10,5,NA,NA,wet,NA,,ap,245
2019,12,19,Thursday,13,7,NA,NA,bowel,NA,,ap,245
2019,12,19,Thursday,15,0,NA,NA,dry,NA,,ap,245
2019,12,19,Thursday,8,55,NA,NA,bottle,1,oz,ap,245
2019,12,19,Thursday,13,13,NA,NA,bottle,1,oz,ap,245
2019,12,19,Thursday,13,40,NA,NA,bottle,2,oz,ap,245
2019,12,19,Thursday,7,50,NA,NA,solids,2.5,irongoo,ap,245
2019,12,19,Thursday,10,20,NA,NA,solids,3,carrot,ap,245
2019,12,19,Thursday,14,30,NA,NA,solids,3,irongoo_carrot,ap,245
2019,12,19,Thursday,11,28,13,5,nap,NA,,ap,245
2020,1,6,Monday,7,14,NA,NA,dry,NA,,kc,263
2020,1,6,Monday,9,0,NA,NA,wet,NA,,ap,263
2020,1,6,Monday,12,30,NA,NA,wet,NA,,ap,263
2020,1,6,Monday,14,20,NA,NA,wet,NA,,ap,263
2020,1,6,Monday,9,10,NA,NA,bottle,3,oz,ap,263
2020,1,6,Monday,13,25,NA,NA,bottle,4,oz,ap,263
2020,1,6,Monday,11,10,12,17,nap,NA,,ap,263
2020,1,6,Monday,8,0,NA,NA,solids,3,raisinbran,ap,263
2020,1,6,Monday,10,45,NA,NA,solids,3,meatballs_mashedpotato_strawberry,ap,263
2020,1,6,Monday,13,45,NA,NA,solids,3,cheese,ap,263
2020,1,8,Wednesday,10,10,NA,NA,wet,NA,,ap,265
2020,1,8,Wednesday,12,30,NA,NA,wet,NA,,kc,265
2020,1,8,Wednesday,14,25,NA,NA,wet,NA,,ap,265
2020,1,8,Wednesday,11,5,NA,NA,bottle,2,oz,ap,265
2020,1,8,Wednesday,13,15,NA,NA,bottle,3,oz,ap,265
2020,1,8,Wednesday,11,15,12,30,nap,NA,,ap,265
2020,1,8,Wednesday,10,30,NA,NA,solids,3,noodles,ap,265
2020,1,8,Wednesday,14,10,NA,NA,solids,3,fruit,ap,265
2020,1,9,Thursday,7,5,NA,NA,dry,NA,,kc,266
2020,1,9,Thursday,8,30,NA,NA,wet,NA,,ap,266
2020,1,9,Thursday,10,20,NA,NA,wet,NA,,ap,266
2020,1,9,Thursday,12,45,NA,NA,wet,NA,,ap,266
2020,1,9,Thursday,14,30,NA,NA,wet,NA,,ap,266
2020,1,9,Thursday,9,35,NA,NA,bottle,1,oz,ap,266
2020,1,9,Thursday,11,0,NA,NA,bottle,0,oz,ap,266
2020,1,9,Thursday,12,55,NA,NA,bottle,1.5,oz,ap,266
2020,1,9,Thursday,8,10,NA,NA,solids,2,fruit,ap,266
2020,1,9,Thursday,10,40,NA,NA,solids,3,noodles,ap,266
2020,1,9,Thursday,14,5,NA,NA,solids,3,fruit,ap,266
2020,1,9,Thursday,11,10,11,45,nap,NA,,ap,266
2020,1,10,Friday,8,30,NA,NA,wet,NA,,ap,267
2020,1,10,Friday,9,15,NA,NA,bowel,NA,,ap,267
2020,1,10,Friday,12,50,NA,NA,wet,NA,,ap,267
2020,1,10,Friday,9,0,NA,NA,bottle,1,oz,ap,267
2020,1,10,Friday,11,20,NA,NA,bottle,2,oz,ap,267
2020,1,10,Friday,8,0,NA,NA,solids,3,cheese_toast_apple,ap,267
2020,1,10,Friday,11,5,NA,NA,solids,3,noodles_banana_veggies,ap,267
2020,1,10,Friday,14,10,NA,NA,solids,3,gcracker,ap,267
2020,1,10,Friday,11,25,12,30,nap,NA,,ap,267
2020,1,13,Monday,7,45,NA,NA,wet,NA,,ap,270
2020,1,13,Monday,9,55,NA,NA,wet,NA,,ap,270
2020,1,13,Monday,12,25,NA,NA,wet,NA,,ap,270
2020,1,13,Monday,13,50,NA,NA,wet,NA,,kc,270
2020,1,13,Monday,11,7,12,20,nap,NA,,ap,270
2020,1,13,Monday,11,5,NA,NA,bottle,1,oz,ap,270
2020,1,13,Monday,14,0,NA,NA,bottle,2,oz,ap,270
2020,1,13,Monday,8,15,NA,NA,solids,3,cheerios,ap,270
2020,1,13,Monday,10,50,NA,NA,solids,3,noodles,ap,270
2020,1,13,Monday,14,5,NA,NA,solids,2,apple,ap,270
2020,1,14,Tuesday,8,10,NA,NA,wet,NA,,ap,271
2020,1,14,Tuesday,10,10,NA,NA,wet,NA,,ap,271
2020,1,14,Tuesday,12,0,NA,NA,wet,NA,,ap,271
2020,1,14,Tuesday,14,30,NA,NA,wet,NA,,ap,271
2020,1,14,Tuesday,9,15,NA,NA,bottle,2,oz,ap,271
2020,1,14,Tuesday,13,10,NA,NA,bottle,0.5,oz,ap,271
2020,1,14,Tuesday,10,27,11,30,nap,NA,,ap,271
2020,1,14,Tuesday,8,40,NA,NA,solids,1,toast_apple,ap,271
2020,1,14,Tuesday,11,30,NA,NA,solids,2.5,apple,ap,271
2020,1,14,Tuesday,14,15,NA,NA,solids,3,fruit,ap,271
2020,1,15,Wednesday,8,30,NA,NA,wet,NA,,ap,272
2020,1,15,Wednesday,10,6,NA,NA,bowel,NA,,kc,272
2020,1,15,Wednesday,12,12,NA,NA,wet,NA,,ap,272
2020,1,15,Wednesday,14,0,NA,NA,dry,NA,,ap,272
2020,1,15,Wednesday,11,7,12,9,nap,NA,,ap,272
2020,1,15,Wednesday,9,10,NA,NA,bottle,0,oz,ap,272
2020,1,15,Wednesday,11,0,NA,NA,bottle,1,oz,ap,272
2020,1,15,Wednesday,13,0,NA,NA,bottle,0,oz,ap,272
2020,1,15,Wednesday,8,10,NA,NA,solids,3,cereal,ap,272
2020,1,15,Wednesday,10,50,NA,NA,solids,2,turkey_potato_pineapple,ap,272
2020,1,15,Wednesday,13,55,NA,NA,solids,NA,banana_animalcrackers,ap,272
2020,1,16,Thursday,7,2,NA,NA,dry,NA,,kc,273
2020,1,16,Thursday,8,30,NA,NA,wet,NA,,ap,273
2020,1,16,Thursday,10,30,NA,NA,wet,NA,,ap,273
2020,1,16,Thursday,12,20,NA,NA,wet,NA,,ap,273
2020,1,16,Thursday,14,6,NA,NA,wet,NA,,kc,273
2020,1,16,Thursday,9,30,NA,NA,bottle,0.5,oz,ap,273
2020,1,16,Thursday,14,20,NA,NA,bottle,0,oz,ap,273
2020,1,16,Thursday,11,20,12,15,nap,NA,,ap,273
2020,1,16,Thursday,8,10,NA,NA,solids,3,toast_oatmeal,ap,273
2020,1,16,Thursday,10,45,NA,NA,solids,3,chicken_broccoli_pineapple,ap,273
2020,1,16,Thursday,12,25,NA,NA,solids,3,blueberries,ap,273
2020,1,16,Thursday,13,45,NA,NA,solids,3,blueberries_animalcrackers_yogurt,ap,273
2020,1,17,,7,33,NA,NA,bowel,NA,,kc,274
2020,1,17,,9,10,NA,NA,dry,NA,,ap,274
2020,1,17,,10,30,NA,NA,wet,NA,,kc,274
2020,1,17,,13,17,NA,NA,wet,NA,,kc,274
2020,1,17,,14,5,NA,NA,wet,NA,,kc,274
2020,1,17,,13,45,NA,NA,water,NA,,kc,274
2020,1,17,,14,21,NA,NA,water,NA,,kc,274
2020,1,17,,11,30,13,0,nap,NA,,kc,274
2020,1,21,Tuesday,8,20,NA,NA,wet,NA,,ap,278
2020,1,21,Tuesday,10,15,NA,NA,dry,NA,,ap,278
2020,1,21,Tuesday,12,25,NA,NA,wet,NA,,kc,278
2020,1,21,Tuesday,14,20,NA,NA,wet,NA,,ap,278
2020,1,21,Tuesday,8,25,NA,NA,bottle,0,water,ap,278
2020,1,21,Tuesday,9,40,NA,NA,bottle,0,water,ap,278
2020,1,21,Tuesday,10,50,NA,NA,bottle,0,water,ap,278
2020,1,21,Tuesday,13,0,NA,NA,bottle,1,oz,ap,278
2020,1,21,Tuesday,11,5,12,20,nap,NA,,ap,278
2020,1,21,Tuesday,8,5,NA,NA,solids,3,toast_oranges,ap,278
2020,1,21,Tuesday,10,50,NA,NA,solids,3,fishsticks_borccoli_applesauce,ap,278
2020,1,21,Tuesday,12,50,NA,NA,solids,3,carrots,ap,278
2020,1,21,Tuesday,14,5,NA,NA,solids,3,gcrackers,ap,278
2020,1,21,,8,20,NA,NA,wet,NA,,ap,278
2020,1,21,,10,15,NA,NA,dry,NA,,ap,278
2020,1,21,,12,25,NA,NA,wet,NA,,kc,278
2020,1,21,,14,20,NA,NA,wet,NA,,ap,278
2020,1,21,,8,25,NA,NA,water,NA,,ap,278
2020,1,21,,9,40,NA,NA,water,NA,,ap,278
2020,1,21,,10,50,NA,NA,water,NA,,ap,278
2020,1,21,,13,0,NA,NA,bottle,1,oz,ap,278
2020,1,21,,11,5,12,20,nap,NA,,ap,278
2020,1,22,Wednesday,7,2,NA,NA,wet,NA,,kc,279
2020,1,22,Wednesday,9,0,NA,NA,wet,NA,,mb,279
2020,1,22,Wednesday,10,45,NA,NA,wet,NA,,kc,279
2020,1,22,Wednesday,11,30,NA,NA,bowel,NA,,kc,279
2020,1,22,Wednesday,13,59,NA,NA,wet,NA,,kc,279
2020,1,22,Wednesday,10,30,NA,NA,bottle,0,water,kc,279
2020,1,22,Wednesday,13,38,NA,NA,bottle,0,water,kc,279
2020,1,22,Wednesday,14,29,NA,NA,bottle,2,oz,kc,279
2020,1,22,Wednesday,11,55,13,0,nap,NA,,kc,279
2020,1,22,Wednesday,8,0,NA,NA,solids,2.5,applesauce_eggs,kc,279
2020,1,22,Wednesday,10,50,NA,NA,solids,3,noodles_veggies_cheese,kc,279
2020,1,22,Wednesday,14,0,NA,NA,solids,3,crackers_cheese,kc,279
2020,1,23,,7,14,NA,NA,wet,NA,,kc,280
2020,1,23,,9,0,NA,NA,wet,NA,,ac,280
2020,1,23,,10,30,NA,NA,wet,NA,,kc,280
2020,1,23,,13,0,NA,NA,bowel,NA,,kc,280
2020,1,23,,11,0,NA,NA,water,NA,,kc,280
2020,1,23,,13,30,NA,NA,bottle,3,oz,kc,280
2020,1,23,,11,10,12,50,nap,NA,,kc,280
2020,1,27,,8,30,NA,NA,wet,NA,,ap,284
2020,1,27,,10,10,NA,NA,dry,NA,,ap,284
2020,1,27,,12,20,NA,NA,wet,NA,,ap,284
2020,1,27,,14,0,NA,NA,wet,NA,,ap,284
2020,1,27,,9,40,NA,NA,water,NA,,ap,284
2020,1,27,,10,50,NA,NA,water,NA,,ap,284
2020,1,27,,14,10,NA,NA,bottle,2,oz,ap,284
2020,1,27,,11,10,12,15,nap,NA,,ap,284
2020,1,28,,8,10,NA,NA,wet,NA,,ap,285
2020,1,28,,10,5,NA,NA,bowel,NA,,ap,285
2020,1,28,,12,40,NA,NA,wet,NA,,ap,285
2020,1,28,,14,15,NA,NA,dry,NA,,ap,285
2020,1,28,,10,10,NA,NA,bottle,2,oz,ap,285
2020,1,28,,11,10,NA,NA,bottle,1,oz,ap,285
2020,1,28,,14,50,NA,NA,water,NA,,ap,285
2020,1,28,,11,15,12,20,nap,NA,,ap,285
2020,1,29,,8,10,NA,NA,wet,NA,,kc,286
2020,1,29,,9,10,NA,NA,bowel,NA,,hannah,286
2020,1,29,,10,11,NA,NA,wet,NA,,kc,286
2020,1,29,,11,50,NA,NA,wet,NA,,ap,286
2020,1,29,,13,59,NA,NA,dry,NA,,kc,286
2020,1,29,,14,17,NA,NA,wet,NA,,kc,286
2020,1,29,,9,50,NA,NA,water,NA,,kc,286
2020,1,29,,12,31,NA,NA,bottle,4,oz,kc,286
2020,1,29,,14,0,NA,NA,bottle,2,oz,kc,286
2020,1,29,,11,15,11,45,nap,NA,,ap,286
2020,1,30,Thursday,NA,NA,NA,NA,trait_length,74.9,cm,rainbow,287
2020,1,30,Thursday,NA,NA,NA,NA,trait_mass,9.92,kg,rainbow,287
2020,1,30,Thursday,NA,NA,NA,NA,trait_head_circum,45.7,cm,rainbow,287
2020,1,30,,8,20,NA,NA,wet,NA,,kc,287
2020,1,30,,10,20,NA,NA,wet,NA,,kc,287
2020,1,30,,12,32,NA,NA,wet,NA,,kc,287
2020,1,30,,14,34,NA,NA,dry,NA,,kc,287
2020,1,30,,8,50,NA,NA,bottle,3,oz,kc,287
2020,1,30,,10,50,NA,NA,water,NA,,kc,287
2020,1,30,,12,30,NA,NA,bottle,3,oz,kc,287
2020,1,30,,14,12,NA,NA,bottle,3,oz,kc,287
2020,1,30,,11,5,12,29,nap,NA,,kc,287
2020,1,31,,8,45,NA,NA,wet,NA,,ap,288
2020,1,31,,10,30,NA,NA,wet,NA,,ap,288
2020,1,31,,12,50,NA,NA,wet,NA,,ap,288
2020,1,31,,14,35,NA,NA,dry,NA,,ap,288
2020,1,31,,8,10,NA,NA,water,NA,,ap,288
2020,1,31,,11,0,NA,NA,water,NA,,ap,288
2020,1,31,,14,15,NA,NA,water,NA,,ap,288
2020,1,31,,11,17,12,30,nap,NA,,ap,288
2020,2,4,,7,30,NA,NA,wet,NA,,kc,292
2020,2,4,,9,20,NA,NA,wet,NA,,ap,292
2020,2,4,,11,45,NA,NA,wet,NA,,ap,292
2020,2,4,,14,40,NA,NA,wet,NA,,ap,292
2020,2,4,,9,0,NA,NA,bottle,3,oz,ap,292
2020,2,4,,11,0,NA,NA,bottle,3,oz,ap,292
2020,2,4,,13,35,NA,NA,bottle,3,oz,ap,292
2020,2,4,,13,50,14,35,nap,NA,,ap,292
2020,2,5,,7,45,NA,NA,dry,NA,,ap,293
2020,2,5,,8,55,NA,NA,wet,NA,,melody,293
2020,2,5,,10,15,NA,NA,bowel,NA,,kc,293
2020,2,5,,13,5,NA,NA,dry,NA,,melody,293
2020,2,5,,9,30,NA,NA,bottle,3,oz,melody,293
2020,2,5,,11,0,NA,NA,water,NA,,melody,293
2020,2,5,,14,0,NA,NA,bottle,3,oz,melody,293
2020,2,5,,11,10,12,55,nap,NA,,melody,293
2020,2,6,Thursday,NA,NA,NA,NA,trait_tooth_incisor_lateral_upper_right,NA,,kch,294
2020,2,6,,8,10,NA,NA,wet,NA,,ap,294
2020,2,6,,10,5,NA,NA,bowel,NA,,ap,294
2020,2,6,,9,25,NA,NA,bottle,3,oz,ap,294
2020,2,6,,11,0,NA,NA,bottle,3,oz,ap,294
2020,2,10,Monday,NA,NA,NA,NA,skill_step,NA,,kc,298
2020,2,10,,8,50,NA,NA,wet,NA,,kc,298
2020,2,10,,10,30,NA,NA,wet,NA,,kc,298
2020,2,10,,12,30,NA,NA,wet,NA,,kc,298
2020,2,10,,14,5,NA,NA,wet,NA,,kc,298
2020,2,10,,8,0,NA,NA,bottle,3,oz,kc,298
2020,2,10,,11,10,NA,NA,bottle,3,oz,kc,298
2020,2,10,,13,10,NA,NA,water,NA,,kc,298
2020,2,10,,14,9,NA,NA,water,NA,,kc,298
2020,2,10,,11,30,12,15,nap,NA,,kc,298
2020,2,11,Tuesday,NA,NA,NA,NA,trait_tooth_incisor_lateral_upper_left,NA,,jsm,299
2020,2,11,,8,10,NA,NA,wet,NA,,ap,299
2020,2,11,,10,15,NA,NA,wet,NA,,ap,299
2020,2,11,,12,5,NA,NA,bowel,NA,,ap,299
2020,2,11,,14,0,NA,NA,wet,NA,,ap,299
2020,2,11,,9,15,NA,NA,bottle,2,,ap,299
2020,2,11,,12,42,NA,NA,bottle,2,,ap,299
2020,2,11,,13,40,NA,NA,bottle,1,,ap,299
2020,2,11,,11,5,11,59,nap,NA,,ap,299
2020,2,12,,8,15,NA,NA,wet,NA,,ap,300
2020,2,12,,10,15,NA,NA,wet,NA,,kc,300
2020,2,12,,13,10,NA,NA,wet,NA,,kc,300
2020,2,12,,11,0,NA,NA,bottle,3,oz,kc,300
2020,2,12,,13,6,NA,NA,bottle,3,oz,kc,300
2020,2,12,,14,0,NA,NA,water,NA,,kc,300
2020,2,12,,11,20,13,0,nap,NA,,kc,300
2020,2,13,,8,45,NA,NA,wet,NA,,ap,301
2020,2,13,,9,15,NA,NA,bowel,NA,,ap,301
2020,2,13,,10,40,NA,NA,wet,NA,,ij,301
2020,2,13,,13,45,NA,NA,wet,NA,,ij,301
2020,2,13,,11,20,13,0,nap,NA,,ij,301
2020,2,14,,8,15,NA,NA,wet,NA,,ap,302
2020,2,14,,10,5,NA,NA,wet,NA,,ap,302
2020,2,14,,11,10,NA,NA,bowel,NA,,ap,302
2020,2,14,,12,57,NA,NA,wet,NA,,ap,302
2020,2,14,,14,15,NA,NA,wet,NA,,ap,302
2020,2,14,,9,45,NA,NA,bottle,2,oz,ap,302
2020,2,14,,12,45,NA,NA,bottle,2,oz,ap,302
2020,2,14,,11,15,12,30,nap,NA,,ap,302
2020,2,17,,8,10,NA,NA,wet,NA,,ap,305
2020,2,17,,10,40,NA,NA,wet,NA,,ij,305
2020,2,17,,13,50,NA,NA,wet,NA,,ij,305
2020,2,17,,14,30,NA,NA,wet,NA,,kc,305
2020,2,17,,8,0,NA,NA,bottle,3,oz,ap,305
2020,2,17,,11,0,NA,NA,bottle,3,oz,ij,305
2020,2,17,,14,9,NA,NA,water,NA,,ij,305
2020,2,17,,11,20,13,20,nap,NA,,ij,305
2020,2,18,,8,5,NA,NA,wet,NA,,ap,306
2020,2,18,,10,30,NA,NA,bowel,NA,,kc,306
2020,2,18,,13,50,NA,NA,wet,NA,,kc,306
2020,2,18,,9,0,NA,NA,bottle,3,oz,kc,306
2020,2,18,,11,0,NA,NA,bottle,3,oz,kc,306
2020,2,18,,14,0,NA,NA,water,NA,,kc,306
2020,2,18,,11,20,13,20,nap,NA,,kc,306
2020,2,19,,8,25,NA,NA,wet,NA,,ap,307
2020,2,19,,10,15,NA,NA,wet,NA,,kc,307
2020,2,19,,12,50,NA,NA,wet,NA,,ap,307
2020,2,19,,13,15,NA,NA,bowel,NA,,ap,307
2020,2,19,,9,15,NA,NA,bottle,2,oz,ap,307
2020,2,19,,12,55,NA,NA,bottle,1,oz,ap,307
2020,2,19,,11,10,12,15,nap,NA,,ap,307
2020,2,20,,8,30,NA,NA,wet,NA,,ap,308
2020,2,20,,10,30,NA,NA,wet,NA,,ap,308
2020,2,20,,12,35,NA,NA,wet,NA,,ap,308
2020,2,20,,14,14,NA,NA,wet,NA,,kc,308
2020,2,20,,9,15,NA,NA,bottle,2,oz,ap,308
2020,2,20,,11,10,NA,NA,bottle,1,oz,ap,308
2020,2,20,,12,50,NA,NA,water,NA,,kc,308
2020,2,20,,13,55,NA,NA,water,NA,,kc,308
2020,2,20,,11,35,12,33,nap,NA,,kc,308
2020,2,21,,8,30,NA,NA,wet,NA,,ap,309
2020,2,21,,10,10,NA,NA,bowel,NA,,ap,309
2020,2,21,,12,45,NA,NA,wet,NA,,ap,309
2020,2,21,,14,46,NA,NA,wet,NA,,kc,309
2020,2,21,,9,20,NA,NA,bottle,2,oz,ap,309
2020,2,21,,11,5,NA,NA,water,NA,,ap,309
2020,2,21,,13,10,NA,NA,bottle,2,oz,ap,309
2020,2,21,,11,25,12,8,nap,NA,,ap,309
2020,2,24,,8,20,NA,NA,wet,NA,,ap,312
2020,2,24,,10,20,NA,NA,wet,NA,,kc,312
2020,2,24,,13,30,NA,NA,wet,NA,,kc,312
2020,2,24,,8,0,NA,NA,bottle,3,oz,kc,312
2020,2,24,,11,0,NA,NA,bottle,3,oz,kc,312
2020,2,24,,13,30,NA,NA,water,NA,,kc,312
2020,2,24,,11,20,13,20,nap,NA,,kc,312
2020,2,25,,8,30,NA,NA,wet,NA,,ap,313
2020,2,25,,10,35,NA,NA,dry,NA,,ij,313
2020,2,25,,12,45,NA,NA,wet,NA,,ij,313
2020,2,25,,14,50,NA,NA,wet,NA,,ij,313
2020,2,26,,7,30,NA,NA,wet,NA,,ap,314
2020,2,26,,9,13,NA,NA,dry,NA,,ij,314
2020,2,26,,10,33,NA,NA,wet,NA,,kc,314
2020,2,26,,13,0,NA,NA,dry,NA,,ij,314
2020,2,26,,14,22,NA,NA,wet,NA,,kc,314
2020,2,26,,8,0,NA,NA,bottle,3,oz,kc,314
2020,2,26,,10,0,NA,NA,bottle,3,oz,kc,314
2020,2,26,,11,0,NA,NA,bottle,3,oz,kc,314
2020,2,26,,14,0,NA,NA,water,NA,,ij,314
2020,2,26,,11,10,12,52,nap,NA,,kc,314
2020,2,28,,8,15,NA,NA,wet,NA,,ij,316
2020,2,28,,10,20,NA,NA,wet,NA,,ap,316
2020,2,28,,12,25,NA,NA,wet,NA,,ap,316
2020,2,28,,14,5,NA,NA,wet,NA,,ap,316
2020,2,28,,9,20,NA,NA,bottle,2,oz,ap,316
2020,2,28,,10,50,NA,NA,water,NA,,ap,316
2020,2,28,,12,35,NA,NA,bottle,3,oz,ap,316
2020,2,28,,11,15,12,3,nap,NA,,ap,316
2020,3,2,,8,15,NA,NA,wet,NA,,ap,319
2020,3,2,,10,45,NA,NA,wet,NA,,kc,319
2020,3,2,,12,45,NA,NA,wet,NA,,kc,319
2020,3,2,,15,0,NA,NA,wet,NA,,ij,319
2020,3,2,,9,0,NA,NA,bottle,4,oz,kc,319
2020,3,2,,11,0,NA,NA,bottle,4,oz,kc,319
2020,3,2,,11,30,12,30,nap,NA,,kc,319
2020,3,3,,8,5,NA,NA,wet,NA,,ap,320
2020,3,3,,10,40,NA,NA,wet,NA,,kc,320
2020,3,3,,13,47,NA,NA,wet,NA,,kc,320
2020,3,3,,9,0,NA,NA,bottle,4,oz,kc,320
2020,3,3,,11,0,NA,NA,bottle,4,oz,kc,320
2020,3,3,,14,0,NA,NA,water,NA,,kc,320
2020,3,3,,11,45,13,40,nap,NA,,kc,320
2020,3,4,,8,20,NA,NA,wet,NA,,ap,321
2020,3,4,,10,50,NA,NA,wet,NA,,kc,321
2020,3,4,,13,8,NA,NA,wet,NA,,kc,321
2020,3,4,,15,0,NA,NA,wet,NA,,kc,321
2020,3,4,,9,0,NA,NA,bottle,3,oz,kc,321
2020,3,4,,11,0,NA,NA,bottle,2,oz,kc,321
2020,3,4,,14,0,NA,NA,water,NA,,kc,321
2020,3,4,,11,20,13,6,nap,NA,,kc,321
2020,3,5,,8,30,NA,NA,wet,NA,,ap,322
2020,3,5,,10,30,NA,NA,wet,NA,,kc,322
2020,3,5,,13,30,NA,NA,wet,NA,,kc,322
2020,3,5,,9,30,NA,NA,bottle,1,oz,kc,322
2020,3,5,,11,0,NA,NA,bottle,0,oz,kc,322
2020,3,5,,13,45,NA,NA,water,NA,,kc,322
2020,3,5,,14,30,NA,NA,bottle,0,oz,kc,322
2020,3,5,,11,20,12,15,nap,NA,,kc,322
2020,3,9,,8,5,NA,NA,wet,NA,,ap,326
2020,3,9,,9,38,NA,NA,wet,NA,,kc,326
2020,3,9,,11,0,NA,NA,wet,NA,,kc,326
2020,3,9,,13,0,NA,NA,wet,NA,,kc,326
2020,3,9,,9,0,NA,NA,bottle,2,oz,kc,326
2020,3,9,,11,15,NA,NA,bottle,2,oz,kc,326
2020,3,9,,11,45,12,45,nap,NA,,kc,326
2020,3,10,Tuesday,NA,NA,NA,NA,skill_walking,NA,,jsmkch,327
